# NIST-based Proton Transport Lookup Table
# Material: Liquid water (density = 1.0 g/cm³)
# Energy range: 0.01 - 250.0 MeV
# Step length: 1.0 mm
#
# Column descriptions:
# 1: Energy [MeV] - Proton kinetic energy
# 2: StoppingPower [MeV/mm] - dE/dx from NIST PSTAR
# 3: LET [keV/um] - Linear Energy Transfer (same as stopping power)
# 4: Range [mm] - CSDA range integrated from stopping power
# 5: ScatteringAngle [rad] - RMS scattering angle per step (Highland formula)
# 6: ScatteringAngle [deg] - RMS scattering angle in degrees
# 7: Beta - v/c relativistic velocity
# 8: ResidualEnergy [MeV] - Energy after 1 mm step
#
Energy_MeV,StoppingPower_MeV_mm,LET_keV_um,Range_mm,ScatteringAngle_rad,ScatteringAngle_deg,Beta,ResidualEnergy_MeV
8.706621e+00,2.297346e+00,2.297346e+00,3.020884e+00,3.206455e-02,1.837164e+00,1.352911e-01,6.409274e+00
8.858668e+00,2.288268e+00,2.288268e+00,3.087199e+00,3.151673e-02,1.805775e+00,1.364509e-01,6.570400e+00
9.013370e+00,2.279171e+00,2.279171e+00,3.154941e+00,3.097830e-02,1.774926e+00,1.376203e-01,6.734199e+00
9.170775e+00,2.269525e+00,2.269525e+00,3.224149e+00,3.044912e-02,1.744606e+00,1.387995e-01,6.901249e+00
9.330927e+00,2.259920e+00,2.259920e+00,3.294866e+00,2.992902e-02,1.714806e+00,1.399885e-01,7.071008e+00
9.493877e+00,2.250355e+00,2.250355e+00,3.367123e+00,2.941784e-02,1.685518e+00,1.411874e-01,7.243522e+00
9.659673e+00,2.243481e+00,2.243481e+00,3.440911e+00,2.891544e-02,1.656733e+00,1.423962e-01,7.416191e+00
9.828363e+00,2.236731e+00,2.236731e+00,3.516215e+00,2.842166e-02,1.628441e+00,1.436151e-01,7.591633e+00
1.000000e+01,2.230000e+00,2.230000e+00,3.593067e+00,2.793635e-02,1.600635e+00,1.448440e-01,7.770000e+00
1.040067e+01,2.209254e+00,2.209254e+00,3.773578e+00,2.686580e-02,1.539297e+00,1.476705e-01,8.191414e+00
1.080134e+01,2.189474e+00,2.189474e+00,3.955752e+00,2.587466e-02,1.482509e+00,1.504405e-01,8.611862e+00
1.120200e+01,2.171573e+00,2.171573e+00,4.139501e+00,2.495442e-02,1.429783e+00,1.531569e-01,9.030430e+00
1.160267e+01,2.155391e+00,2.155391e+00,4.324696e+00,2.409774e-02,1.380699e+00,1.558226e-01,9.447280e+00
1.200334e+01,2.139895e+00,2.139895e+00,4.511258e+00,2.329825e-02,1.334891e+00,1.584402e-01,9.863444e+00
1.240401e+01,2.127538e+00,2.127538e+00,4.699037e+00,2.255040e-02,1.292043e+00,1.610121e-01,1.027647e+01
1.280467e+01,2.115642e+00,2.115642e+00,4.887890e+00,2.184935e-02,1.251876e+00,1.635403e-01,1.068903e+01
1.320534e+01,2.103620e+00,2.103620e+00,5.077813e+00,2.119085e-02,1.214146e+00,1.660269e-01,1.110172e+01
1.360601e+01,2.091505e+00,2.091505e+00,5.268829e+00,2.057112e-02,1.178638e+00,1.684737e-01,1.151451e+01
1.400668e+01,2.079861e+00,2.079861e+00,5.460933e+00,1.998685e-02,1.145162e+00,1.708825e-01,1.192682e+01
1.440735e+01,2.071662e+00,2.071662e+00,5.653955e+00,1.943507e-02,1.113548e+00,1.732549e-01,1.233568e+01
1.480801e+01,2.063720e+00,2.063720e+00,5.847730e+00,1.891315e-02,1.083644e+00,1.755922e-01,1.274429e+01
1.520868e+01,2.053541e+00,2.053541e+00,6.042359e+00,1.841873e-02,1.055316e+00,1.778959e-01,1.315514e+01
1.560935e+01,2.041438e+00,2.041438e+00,6.238046e+00,1.794969e-02,1.028442e+00,1.801674e-01,1.356791e+01
1.601002e+01,2.029793e+00,2.029793e+00,6.434875e+00,1.750412e-02,1.002912e+00,1.824078e-01,1.398022e+01
1.641068e+01,2.021615e+00,2.021615e+00,6.632667e+00,1.708031e-02,9.786299e-01,1.846182e-01,1.438907e+01
1.681135e+01,2.013666e+00,2.013666e+00,6.831249e+00,1.667670e-02,9.555048e-01,1.867997e-01,1.479769e+01
1.721202e+01,2.005646e+00,2.005646e+00,7.030621e+00,1.629188e-02,9.334562e-01,1.889533e-01,1.520637e+01
1.761269e+01,1.997588e+00,1.997588e+00,7.230793e+00,1.592457e-02,9.124106e-01,1.910800e-01,1.561510e+01
1.801336e+01,1.989862e+00,1.989862e+00,7.431757e+00,1.557359e-02,8.923012e-01,1.931807e-01,1.602349e+01
1.841402e+01,1.985788e+00,1.985788e+00,7.633318e+00,1.523789e-02,8.730669e-01,1.952561e-01,1.642824e+01
1.881469e+01,1.981809e+00,1.981809e+00,7.835288e+00,1.491649e-02,8.546516e-01,1.973072e-01,1.683288e+01
1.921536e+01,1.975588e+00,1.975588e+00,8.037778e+00,1.460848e-02,8.370043e-01,1.993347e-01,1.723977e+01
1.961603e+01,1.967535e+00,1.967535e+00,8.241002e+00,1.431306e-02,8.200778e-01,2.013392e-01,1.764849e+01
2.001669e+01,1.959772e+00,1.959772e+00,8.445044e+00,1.402946e-02,8.038289e-01,2.033214e-01,1.805692e+01
2.041736e+01,1.954368e+00,1.954368e+00,8.649772e+00,1.375699e-02,7.882176e-01,2.052821e-01,1.846299e+01
2.081803e+01,1.949083e+00,1.949083e+00,8.855061e+00,1.349501e-02,7.732072e-01,2.072218e-01,1.886895e+01
2.121870e+01,1.943913e+00,1.943913e+00,9.060902e+00,1.324292e-02,7.587636e-01,2.091412e-01,1.927478e+01
2.161937e+01,1.938853e+00,1.938853e+00,9.267284e+00,1.300018e-02,7.448553e-01,2.110407e-01,1.968051e+01
2.202003e+01,1.933899e+00,1.933899e+00,9.474201e+00,1.276626e-02,7.314531e-01,2.129209e-01,2.008613e+01
2.242070e+01,1.929046e+00,1.929046e+00,9.681642e+00,1.254071e-02,7.185298e-01,2.147823e-01,2.049165e+01
2.282137e+01,1.924291e+00,1.924291e+00,9.889601e+00,1.232308e-02,7.060602e-01,2.166255e-01,2.089708e+01
2.322204e+01,1.919631e+00,1.919631e+00,1.009807e+01,1.211295e-02,6.940209e-01,2.184508e-01,2.130241e+01
2.362270e+01,1.915061e+00,1.915061e+00,1.030704e+01,1.190995e-02,6.823899e-01,2.202587e-01,2.170764e+01
2.402337e+01,1.910578e+00,1.910578e+00,1.051650e+01,1.171372e-02,6.711468e-01,2.220497e-01,2.211279e+01
2.442404e+01,1.906180e+00,1.906180e+00,1.072646e+01,1.152393e-02,6.602725e-01,2.238242e-01,2.251786e+01
2.482471e+01,1.901864e+00,1.901864e+00,1.093689e+01,1.134026e-02,6.497492e-01,2.255825e-01,2.292284e+01
2.522538e+01,1.898011e+00,1.898011e+00,1.114777e+01,1.116243e-02,6.395602e-01,2.273250e-01,2.332736e+01
2.562604e+01,1.894524e+00,1.894524e+00,1.135907e+01,1.099016e-02,6.296897e-01,2.290521e-01,2.373152e+01
2.602671e+01,1.891097e+00,1.891097e+00,1.157074e+01,1.082319e-02,6.201230e-01,2.307642e-01,2.413561e+01
2.642738e+01,1.887728e+00,1.887728e+00,1.178280e+01,1.066128e-02,6.108464e-01,2.324616e-01,2.453965e+01
2.682805e+01,1.884416e+00,1.884416e+00,1.199524e+01,1.050421e-02,6.018468e-01,2.341445e-01,2.494363e+01
2.722871e+01,1.881159e+00,1.881159e+00,1.220804e+01,1.035176e-02,5.931120e-01,2.358134e-01,2.534756e+01
2.762938e+01,1.877955e+00,1.877955e+00,1.242122e+01,1.020373e-02,5.846305e-01,2.374685e-01,2.575143e+01
2.803005e+01,1.874802e+00,1.874802e+00,1.263475e+01,1.005993e-02,5.763914e-01,2.391101e-01,2.615525e+01
2.843072e+01,1.871699e+00,1.871699e+00,1.284864e+01,9.920182e-03,5.683845e-01,2.407385e-01,2.655902e+01
2.883139e+01,1.868645e+00,1.868645e+00,1.306288e+01,9.784318e-03,5.606001e-01,2.423540e-01,2.696274e+01
2.923205e+01,1.865637e+00,1.865637e+00,1.327747e+01,9.652178e-03,5.530291e-01,2.439567e-01,2.736642e+01
2.963272e+01,1.862676e+00,1.862676e+00,1.349240e+01,9.523611e-03,5.456627e-01,2.455471e-01,2.777005e+01
3.003339e+01,1.859410e+00,1.859410e+00,1.370769e+01,9.398473e-03,5.384928e-01,2.471252e-01,2.817398e+01
3.043406e+01,1.852396e+00,1.852396e+00,1.392358e+01,9.276629e-03,5.315117e-01,2.486914e-01,2.858166e+01
3.083472e+01,1.845499e+00,1.845499e+00,1.414028e+01,9.157951e-03,5.247120e-01,2.502459e-01,2.898923e+01
3.123539e+01,1.838716e+00,1.838716e+00,1.435779e+01,9.042317e-03,5.180866e-01,2.517888e-01,2.939668e+01
3.163606e+01,1.832044e+00,1.832044e+00,1.457609e+01,8.929611e-03,5.116290e-01,2.533205e-01,2.980402e+01
3.203673e+01,1.825480e+00,1.825480e+00,1.479518e+01,8.819724e-03,5.053329e-01,2.548411e-01,3.021125e+01
3.243740e+01,1.819021e+00,1.819021e+00,1.501506e+01,8.712550e-03,4.991924e-01,2.563508e-01,3.061837e+01
3.283806e+01,1.812664e+00,1.812664e+00,1.523571e+01,8.607991e-03,4.932016e-01,2.578498e-01,3.102540e+01
3.323873e+01,1.806405e+00,1.806405e+00,1.545713e+01,8.505952e-03,4.873552e-01,2.593383e-01,3.143233e+01
3.363940e+01,1.800243e+00,1.800243e+00,1.567931e+01,8.406343e-03,4.816480e-01,2.608164e-01,3.183916e+01
3.404007e+01,1.794174e+00,1.794174e+00,1.590225e+01,8.309078e-03,4.760751e-01,2.622845e-01,3.224589e+01
3.444073e+01,1.788196e+00,1.788196e+00,1.612594e+01,8.214076e-03,4.706319e-01,2.637426e-01,3.265254e+01
3.484140e+01,1.782307e+00,1.782307e+00,1.635037e+01,8.121258e-03,4.653138e-01,2.651908e-01,3.305910e+01
3.524207e+01,1.776318e+00,1.776318e+00,1.657555e+01,8.030549e-03,4.601166e-01,2.666295e-01,3.346575e+01
3.564274e+01,1.770294e+00,1.770294e+00,1.680150e+01,7.941880e-03,4.550362e-01,2.680586e-01,3.387244e+01
3.604341e+01,1.764359e+00,1.764359e+00,1.702820e+01,7.855181e-03,4.500687e-01,2.694784e-01,3.427905e+01
3.644407e+01,1.758508e+00,1.758508e+00,1.725567e+01,7.770388e-03,4.452104e-01,2.708891e-01,3.468557e+01
3.684474e+01,1.752741e+00,1.752741e+00,1.748389e+01,7.687438e-03,4.404577e-01,2.722907e-01,3.509200e+01
3.724541e+01,1.747054e+00,1.747054e+00,1.771286e+01,7.606272e-03,4.358073e-01,2.736834e-01,3.549835e+01
3.764608e+01,1.741447e+00,1.741447e+00,1.794256e+01,7.526833e-03,4.312558e-01,2.750673e-01,3.590463e+01
3.804674e+01,1.735916e+00,1.735916e+00,1.817301e+01,7.449067e-03,4.268001e-01,2.764427e-01,3.631083e+01
3.844741e+01,1.730461e+00,1.730461e+00,1.840418e+01,7.372921e-03,4.224373e-01,2.778095e-01,3.671695e+01
3.884808e+01,1.725079e+00,1.725079e+00,1.863608e+01,7.298346e-03,4.181644e-01,2.791680e-01,3.712300e+01
3.924875e+01,1.719769e+00,1.719769e+00,1.886870e+01,7.225292e-03,4.139787e-01,2.805183e-01,3.752898e+01
3.964942e+01,1.714529e+00,1.714529e+00,1.910203e+01,7.153714e-03,4.098776e-01,2.818604e-01,3.793489e+01
4.005008e+01,1.709241e+00,1.709241e+00,1.933608e+01,7.083567e-03,4.058585e-01,2.831946e-01,3.834084e+01
4.045075e+01,1.703214e+00,1.703214e+00,1.957091e+01,7.014810e-03,4.019190e-01,2.845208e-01,3.874754e+01
4.085142e+01,1.697267e+00,1.697267e+00,1.980656e+01,6.947401e-03,3.980567e-01,2.858393e-01,3.915415e+01
4.125209e+01,1.691398e+00,1.691398e+00,2.004304e+01,6.881300e-03,3.942695e-01,2.871502e-01,3.956069e+01
4.165275e+01,1.685607e+00,1.685607e+00,2.028033e+01,6.816471e-03,3.905550e-01,2.884534e-01,3.996715e+01
4.205342e+01,1.679890e+00,1.679890e+00,2.051843e+01,6.752876e-03,3.869113e-01,2.897493e-01,4.037353e+01
4.245409e+01,1.674247e+00,1.674247e+00,2.075734e+01,6.690482e-03,3.833364e-01,2.910377e-01,4.077984e+01
4.285476e+01,1.668675e+00,1.668675e+00,2.099705e+01,6.629253e-03,3.798282e-01,2.923190e-01,4.118608e+01
4.325543e+01,1.663174e+00,1.663174e+00,2.123756e+01,6.569158e-03,3.763850e-01,2.935931e-01,4.159225e+01
4.365609e+01,1.657741e+00,1.657741e+00,2.147886e+01,6.510166e-03,3.730050e-01,2.948601e-01,4.199835e+01
4.405676e+01,1.652375e+00,1.652375e+00,2.172095e+01,6.452246e-03,3.696865e-01,2.961202e-01,4.240439e+01
4.445743e+01,1.647075e+00,1.647075e+00,2.196382e+01,6.395370e-03,3.664277e-01,2.973734e-01,4.281035e+01
4.485810e+01,1.641839e+00,1.641839e+00,2.220747e+01,6.339509e-03,3.632271e-01,2.986198e-01,4.321626e+01
4.525876e+01,1.636677e+00,1.636677e+00,2.245189e+01,6.284637e-03,3.600832e-01,2.998595e-01,4.362209e+01
4.565943e+01,1.631582e+00,1.631582e+00,2.269707e+01,6.230727e-03,3.569943e-01,3.010926e-01,4.402785e+01
4.606010e+01,1.626547e+00,1.626547e+00,2.294302e+01,6.177754e-03,3.539593e-01,3.023192e-01,4.443355e+01
4.646077e+01,1.621571e+00,1.621571e+00,2.318973e+01,6.125695e-03,3.509765e-01,3.035393e-01,4.483920e+01
4.686144e+01,1.616653e+00,1.616653e+00,2.343719e+01,6.074526e-03,3.480447e-01,3.047531e-01,4.524478e+01
4.726210e+01,1.611791e+00,1.611791e+00,2.368540e+01,6.024223e-03,3.451626e-01,3.059606e-01,4.565031e+01
4.766277e+01,1.606985e+00,1.606985e+00,2.393436e+01,5.974766e-03,3.423289e-01,3.071619e-01,4.605579e+01
4.806344e+01,1.602233e+00,1.602233e+00,2.418406e+01,5.926133e-03,3.395424e-01,3.083570e-01,4.646121e+01
4.846411e+01,1.597535e+00,1.597535e+00,2.443449e+01,5.878303e-03,3.368020e-01,3.095461e-01,4.686657e+01
4.886477e+01,1.592889e+00,1.592889e+00,2.468566e+01,5.831257e-03,3.341064e-01,3.107292e-01,4.727189e+01
4.926544e+01,1.588294e+00,1.588294e+00,2.493756e+01,5.784977e-03,3.314547e-01,3.119064e-01,4.767715e+01
4.966611e+01,1.583749e+00,1.583749e+00,2.519019e+01,5.739442e-03,3.288458e-01,3.130777e-01,4.808236e+01
5.006678e+01,1.579144e+00,1.579144e+00,2.544354e+01,5.694636e-03,3.262786e-01,3.142433e-01,4.848763e+01
5.046745e+01,1.574039e+00,1.574039e+00,2.569768e+01,5.650540e-03,3.237521e-01,3.154031e-01,4.889341e+01
5.086811e+01,1.568991e+00,1.568991e+00,2.595263e+01,5.607139e-03,3.212654e-01,3.165573e-01,4.929912e+01
5.126878e+01,1.563999e+00,1.563999e+00,2.620841e+01,5.564416e-03,3.188175e-01,3.177059e-01,4.970478e+01
5.166945e+01,1.559061e+00,1.559061e+00,2.646499e+01,5.522355e-03,3.164076e-01,3.188489e-01,5.011039e+01
5.207012e+01,1.554177e+00,1.554177e+00,2.672239e+01,5.480940e-03,3.140348e-01,3.199865e-01,5.051594e+01
5.247078e+01,1.549346e+00,1.549346e+00,2.698059e+01,5.440158e-03,3.116981e-01,3.211187e-01,5.092144e+01
5.287145e+01,1.544566e+00,1.544566e+00,2.723959e+01,5.399994e-03,3.093968e-01,3.222456e-01,5.132689e+01
5.327212e+01,1.539836e+00,1.539836e+00,2.749940e+01,5.360433e-03,3.071302e-01,3.233672e-01,5.173228e+01
5.367279e+01,1.535157e+00,1.535157e+00,2.775999e+01,5.321462e-03,3.048973e-01,3.244835e-01,5.213763e+01
5.407346e+01,1.530526e+00,1.530526e+00,2.802138e+01,5.283069e-03,3.026975e-01,3.255947e-01,5.254293e+01
5.447412e+01,1.525943e+00,1.525943e+00,2.828356e+01,5.245240e-03,3.005301e-01,3.267007e-01,5.294818e+01
5.487479e+01,1.521408e+00,1.521408e+00,2.854652e+01,5.207962e-03,2.983943e-01,3.278017e-01,5.335338e+01
5.527546e+01,1.517084e+00,1.517084e+00,2.881025e+01,5.171225e-03,2.962894e-01,3.288977e-01,5.375838e+01
5.567613e+01,1.512878e+00,1.512878e+00,2.907472e+01,5.135016e-03,2.942148e-01,3.299887e-01,5.416325e+01
5.607679e+01,1.508713e+00,1.508713e+00,2.933992e+01,5.099325e-03,2.921698e-01,3.310748e-01,5.456808e+01
5.647746e+01,1.504590e+00,1.504590e+00,2.960586e+01,5.064139e-03,2.901538e-01,3.321561e-01,5.497287e+01
5.687813e+01,1.500507e+00,1.500507e+00,2.987252e+01,5.029448e-03,2.881662e-01,3.332325e-01,5.537762e+01
5.727880e+01,1.496463e+00,1.496463e+00,3.013990e+01,4.995243e-03,2.862063e-01,3.343042e-01,5.578233e+01
5.767947e+01,1.492459e+00,1.492459e+00,3.040800e+01,4.961512e-03,2.842737e-01,3.353712e-01,5.618701e+01
5.808013e+01,1.488492e+00,1.488492e+00,3.067682e+01,4.928246e-03,2.823677e-01,3.364335e-01,5.659164e+01
5.848080e+01,1.484564e+00,1.484564e+00,3.094635e+01,4.895436e-03,2.804878e-01,3.374912e-01,5.699624e+01
5.888147e+01,1.480672e+00,1.480672e+00,3.121659e+01,4.863071e-03,2.786335e-01,3.385443e-01,5.740080e+01
5.928214e+01,1.476817e+00,1.476817e+00,3.148755e+01,4.831144e-03,2.768042e-01,3.395929e-01,5.780532e+01
5.968280e+01,1.472998e+00,1.472998e+00,3.175920e+01,4.799645e-03,2.749994e-01,3.406370e-01,5.820981e+01
6.008347e+01,1.469117e+00,1.469117e+00,3.203157e+01,4.768566e-03,2.732187e-01,3.416767e-01,5.861436e+01
6.048414e+01,1.464901e+00,1.464901e+00,3.230469e+01,4.737898e-03,2.714616e-01,3.427120e-01,5.901924e+01
6.088481e+01,1.460726e+00,1.460726e+00,3.257859e+01,4.707634e-03,2.697276e-01,3.437429e-01,5.942408e+01
6.128548e+01,1.456589e+00,1.456589e+00,3.285327e+01,4.677765e-03,2.680162e-01,3.447695e-01,5.982889e+01
6.168614e+01,1.452491e+00,1.452491e+00,3.312873e+01,4.648283e-03,2.663270e-01,3.457918e-01,6.023365e+01
6.208681e+01,1.448431e+00,1.448431e+00,3.340497e+01,4.619182e-03,2.646596e-01,3.468099e-01,6.063838e+01
6.248748e+01,1.444409e+00,1.444409e+00,3.368197e+01,4.590453e-03,2.630136e-01,3.478237e-01,6.104307e+01
6.288815e+01,1.440423e+00,1.440423e+00,3.395975e+01,4.562090e-03,2.613885e-01,3.488335e-01,6.144772e+01
6.328881e+01,1.436473e+00,1.436473e+00,3.423829e+01,4.534086e-03,2.597840e-01,3.498391e-01,6.185234e+01
6.368948e+01,1.432559e+00,1.432559e+00,3.451760e+01,4.506434e-03,2.581997e-01,3.508406e-01,6.225692e+01
6.409015e+01,1.428681e+00,1.428681e+00,3.479766e+01,4.479128e-03,2.566351e-01,3.518381e-01,6.266147e+01
6.449082e+01,1.424836e+00,1.424836e+00,3.507849e+01,4.452160e-03,2.550900e-01,3.528315e-01,6.306598e+01
6.489149e+01,1.421026e+00,1.421026e+00,3.536006e+01,4.425525e-03,2.535639e-01,3.538210e-01,6.347046e+01
6.529215e+01,1.416923e+00,1.416923e+00,3.564243e+01,4.399216e-03,2.520565e-01,3.548066e-01,6.387523e+01
6.569282e+01,1.412736e+00,1.412736e+00,3.592562e+01,4.373228e-03,2.505675e-01,3.557882e-01,6.428009e+01
6.609349e+01,1.408587e+00,1.408587e+00,3.620965e+01,4.347555e-03,2.490965e-01,3.567660e-01,6.468490e+01
6.649416e+01,1.404475e+00,1.404475e+00,3.649451e+01,4.322191e-03,2.476433e-01,3.577399e-01,6.508968e+01
6.689482e+01,1.400400e+00,1.400400e+00,3.678020e+01,4.297130e-03,2.462074e-01,3.587101e-01,6.549442e+01
6.729549e+01,1.396361e+00,1.396361e+00,3.706673e+01,4.272367e-03,2.447886e-01,3.596764e-01,6.589913e+01
6.769616e+01,1.392357e+00,1.392357e+00,3.735408e+01,4.247897e-03,2.433866e-01,3.606390e-01,6.630380e+01
6.809683e+01,1.388389e+00,1.388389e+00,3.764225e+01,4.223715e-03,2.420011e-01,3.615980e-01,6.670844e+01
6.849750e+01,1.384454e+00,1.384454e+00,3.793124e+01,4.199816e-03,2.406317e-01,3.625532e-01,6.711304e+01
6.889816e+01,1.380554e+00,1.380554e+00,3.822106e+01,4.176193e-03,2.392783e-01,3.635048e-01,6.751761e+01
6.929883e+01,1.376688e+00,1.376688e+00,3.851169e+01,4.152844e-03,2.379405e-01,3.644528e-01,6.792214e+01
6.969950e+01,1.372854e+00,1.372854e+00,3.880313e+01,4.129763e-03,2.366180e-01,3.653972e-01,6.832665e+01
7.010017e+01,1.369159e+00,1.369159e+00,3.909537e+01,4.106946e-03,2.353107e-01,3.663380e-01,6.873101e+01
7.050083e+01,1.365812e+00,1.365812e+00,3.938837e+01,4.084387e-03,2.340181e-01,3.672753e-01,6.913502e+01
7.090150e+01,1.362491e+00,1.362491e+00,3.968208e+01,4.062083e-03,2.327402e-01,3.682091e-01,6.953901e+01
7.130217e+01,1.359198e+00,1.359198e+00,3.997651e+01,4.040030e-03,2.314766e-01,3.691395e-01,6.994297e+01
7.170284e+01,1.355930e+00,1.355930e+00,4.027164e+01,4.018222e-03,2.302272e-01,3.700664e-01,7.034691e+01
7.210351e+01,1.352689e+00,1.352689e+00,4.056749e+01,3.996657e-03,2.289916e-01,3.709898e-01,7.075082e+01
7.250417e+01,1.349474e+00,1.349474e+00,4.086404e+01,3.975330e-03,2.277696e-01,3.719099e-01,7.115470e+01
7.290484e+01,1.346283e+00,1.346283e+00,4.116130e+01,3.954236e-03,2.265611e-01,3.728267e-01,7.155856e+01
7.330551e+01,1.343118e+00,1.343118e+00,4.145926e+01,3.933373e-03,2.253657e-01,3.737401e-01,7.196239e+01
7.370618e+01,1.339977e+00,1.339977e+00,4.175792e+01,3.912737e-03,2.241833e-01,3.746502e-01,7.236620e+01
7.410684e+01,1.336861e+00,1.336861e+00,4.205728e+01,3.892324e-03,2.230137e-01,3.755570e-01,7.276998e+01
7.450751e+01,1.333769e+00,1.333769e+00,4.235734e+01,3.872129e-03,2.218567e-01,3.764606e-01,7.317374e+01
7.490818e+01,1.330700e+00,1.330700e+00,4.265809e+01,3.852151e-03,2.207120e-01,3.773609e-01,7.357748e+01
7.530885e+01,1.327416e+00,1.327416e+00,4.295955e+01,3.832384e-03,2.195794e-01,3.782580e-01,7.398143e+01
7.570952e+01,1.324088e+00,1.324088e+00,4.326177e+01,3.812827e-03,2.184589e-01,3.791520e-01,7.438543e+01
7.611018e+01,1.320785e+00,1.320785e+00,4.356475e+01,3.793475e-03,2.173501e-01,3.800427e-01,7.478940e+01
7.651085e+01,1.317508e+00,1.317508e+00,4.386848e+01,3.774326e-03,2.162529e-01,3.809304e-01,7.519334e+01
7.691152e+01,1.314256e+00,1.314256e+00,4.417297e+01,3.755376e-03,2.151672e-01,3.818149e-01,7.559726e+01
7.731219e+01,1.311029e+00,1.311029e+00,4.447821e+01,3.736621e-03,2.140926e-01,3.826964e-01,7.600116e+01
7.771285e+01,1.307826e+00,1.307826e+00,4.478419e+01,3.718061e-03,2.130292e-01,3.835748e-01,7.640503e+01
7.811352e+01,1.304648e+00,1.304648e+00,4.509093e+01,3.699690e-03,2.119766e-01,3.844501e-01,7.680887e+01
7.851419e+01,1.301494e+00,1.301494e+00,4.539841e+01,3.681506e-03,2.109348e-01,3.853224e-01,7.721270e+01
7.891486e+01,1.298363e+00,1.298363e+00,4.570663e+01,3.663507e-03,2.099035e-01,3.861917e-01,7.761650e+01
7.931553e+01,1.295255e+00,1.295255e+00,4.601559e+01,3.645689e-03,2.088826e-01,3.870581e-01,7.802027e+01
7.971619e+01,1.292171e+00,1.292171e+00,4.632530e+01,3.628050e-03,2.078720e-01,3.879215e-01,7.842402e+01
8.011686e+01,1.289022e+00,1.289022e+00,4.663575e+01,3.610588e-03,2.068714e-01,3.887820e-01,7.882784e+01
8.051753e+01,1.285685e+00,1.285685e+00,4.694698e+01,3.593298e-03,2.058808e-01,3.896395e-01,7.923184e+01
8.091820e+01,1.282374e+00,1.282374e+00,4.725902e+01,3.576180e-03,2.049000e-01,3.904942e-01,7.963582e+01
8.131886e+01,1.279087e+00,1.279087e+00,4.757187e+01,3.559230e-03,2.039289e-01,3.913460e-01,8.003978e+01
8.171953e+01,1.275825e+00,1.275825e+00,4.788551e+01,3.542446e-03,2.029672e-01,3.921949e-01,8.044371e+01
8.212020e+01,1.272587e+00,1.272587e+00,4.819996e+01,3.525826e-03,2.020149e-01,3.930410e-01,8.084761e+01
8.252087e+01,1.269373e+00,1.269373e+00,4.851520e+01,3.509367e-03,2.010719e-01,3.938843e-01,8.125150e+01
8.292154e+01,1.266182e+00,1.266182e+00,4.883124e+01,3.493066e-03,2.001380e-01,3.947248e-01,8.165535e+01
8.332220e+01,1.263015e+00,1.263015e+00,4.914807e+01,3.476922e-03,1.992130e-01,3.955625e-01,8.205919e+01
8.372287e+01,1.259871e+00,1.259871e+00,4.946570e+01,3.460933e-03,1.982968e-01,3.963975e-01,8.246300e+01
8.412354e+01,1.256750e+00,1.256750e+00,4.978412e+01,3.445095e-03,1.973894e-01,3.972298e-01,8.286679e+01
8.452421e+01,1.253651e+00,1.253651e+00,5.010332e+01,3.429407e-03,1.964905e-01,3.980593e-01,8.327056e+01
8.492487e+01,1.250574e+00,1.250574e+00,5.042332e+01,3.413867e-03,1.956002e-01,3.988862e-01,8.367430e+01
8.532554e+01,1.245895e+00,1.245895e+00,5.074430e+01,3.398473e-03,1.947181e-01,3.997103e-01,8.407965e+01
8.572621e+01,1.240882e+00,1.240882e+00,5.106654e+01,3.383222e-03,1.938443e-01,4.005318e-01,8.448533e+01
8.612688e+01,1.235912e+00,1.235912e+00,5.139008e+01,3.368113e-03,1.929787e-01,4.013507e-01,8.489097e+01
8.652755e+01,1.230985e+00,1.230985e+00,5.171492e+01,3.353144e-03,1.921210e-01,4.021669e-01,8.529656e+01
8.692821e+01,1.226101e+00,1.226101e+00,5.204105e+01,3.338312e-03,1.912712e-01,4.029805e-01,8.570211e+01
8.732888e+01,1.221258e+00,1.221258e+00,5.236848e+01,3.323616e-03,1.904292e-01,4.037916e-01,8.610762e+01
8.772955e+01,1.216457e+00,1.216457e+00,5.269720e+01,3.309054e-03,1.895948e-01,4.046000e-01,8.651309e+01
8.813022e+01,1.211696e+00,1.211696e+00,5.302722e+01,3.294625e-03,1.887681e-01,4.054059e-01,8.691852e+01
8.853088e+01,1.206975e+00,1.206975e+00,5.335853e+01,3.280325e-03,1.879488e-01,4.062093e-01,8.732391e+01
8.893155e+01,1.202294e+00,1.202294e+00,5.369114e+01,3.266154e-03,1.871369e-01,4.070102e-01,8.772926e+01
8.933222e+01,1.197651e+00,1.197651e+00,5.402503e+01,3.252111e-03,1.863322e-01,4.078085e-01,8.813457e+01
8.973289e+01,1.193048e+00,1.193048e+00,5.436022e+01,3.238192e-03,1.855347e-01,4.086043e-01,8.853984e+01
9.013356e+01,1.188313e+00,1.188313e+00,5.469673e+01,3.224397e-03,1.847443e-01,4.093977e-01,8.894524e+01
9.053422e+01,1.183280e+00,1.183280e+00,5.503462e+01,3.210723e-03,1.839609e-01,4.101886e-01,8.935094e+01
9.093489e+01,1.178291e+00,1.178291e+00,5.537394e+01,3.197170e-03,1.831844e-01,4.109771e-01,8.975660e+01
9.133556e+01,1.173344e+00,1.173344e+00,5.571470e+01,3.183736e-03,1.824146e-01,4.117632e-01,9.016222e+01
