# NIST-based Proton Transport Lookup Table
# Material: Liquid water (density = 1.0 g/cm³)
# Energy range: 0.01 - 250.0 MeV
# Step length: 1.0 mm
#
# Column descriptions:
# 1: Energy [MeV] - Proton kinetic energy
# 2: StoppingPower [MeV/mm] - dE/dx from NIST PSTAR
# 3: LET [keV/um] - Linear Energy Transfer (same as stopping power)
# 4: Range [mm] - CSDA range integrated from stopping power
# 5: ScatteringAngle [rad] - RMS scattering angle per step (Highland formula)
# 6: ScatteringAngle [deg] - RMS scattering angle in degrees
# 7: Beta - v/c relativistic velocity
# 8: ResidualEnergy [MeV] - Energy after 1 mm step
#
Energy_MeV,StoppingPower_MeV_mm,LET_keV_um,Range_mm,ScatteringAngle_rad,ScatteringAngle_deg,Beta,ResidualEnergy_MeV
2.217505e-01,6.954943e+00,6.954943e+00,2.301328e-02,1.253315e+00,7.180968e+01,2.173732e-02,0.000000e+00
2.256230e-01,6.913062e+00,6.913062e+00,2.357176e-02,1.231806e+00,7.057731e+01,2.192623e-02,0.000000e+00
2.295632e-01,6.871434e+00,6.871434e+00,2.414344e-02,1.210667e+00,6.936609e+01,2.211679e-02,0.000000e+00
2.335721e-01,6.830056e+00,6.830056e+00,2.472863e-02,1.189890e+00,6.817566e+01,2.230900e-02,0.000000e+00
2.376511e-01,6.788927e+00,6.788927e+00,2.532764e-02,1.169469e+00,6.700566e+01,2.250288e-02,0.000000e+00
2.418013e-01,6.748046e+00,6.748046e+00,2.594080e-02,1.149400e+00,6.585575e+01,2.269844e-02,0.000000e+00
2.460240e-01,6.707411e+00,6.707411e+00,2.656845e-02,1.129674e+00,6.472557e+01,2.289570e-02,0.000000e+00
2.503204e-01,6.667028e+00,6.667028e+00,2.721094e-02,1.110287e+00,6.361478e+01,2.309467e-02,0.000000e+00
2.546918e-01,6.626987e+00,6.626987e+00,2.786859e-02,1.091233e+00,6.252307e+01,2.329538e-02,0.000000e+00
2.591396e-01,6.587185e+00,6.587185e+00,2.854178e-02,1.072506e+00,6.145009e+01,2.349782e-02,0.000000e+00
2.636651e-01,6.547623e+00,6.547623e+00,2.923086e-02,1.054101e+00,6.039552e+01,2.370202e-02,0.000000e+00
2.682696e-01,6.508299e+00,6.508299e+00,2.993620e-02,1.036011e+00,5.935906e+01,2.390800e-02,0.000000e+00
2.729545e-01,6.469210e+00,6.469210e+00,3.065821e-02,1.018232e+00,5.834039e+01,2.411576e-02,0.000000e+00
2.777212e-01,6.430357e+00,6.430357e+00,3.139726e-02,1.000758e+00,5.733920e+01,2.432533e-02,0.000000e+00
2.825712e-01,6.391737e+00,6.391737e+00,3.215376e-02,9.835836e-01,5.635519e+01,2.453672e-02,0.000000e+00
2.875058e-01,6.353348e+00,6.353348e+00,3.292812e-02,9.667043e-01,5.538808e+01,2.474994e-02,0.000000e+00
2.925266e-01,6.315191e+00,6.315191e+00,3.372077e-02,9.501146e-01,5.443756e+01,2.496501e-02,0.000000e+00
2.976351e-01,6.277262e+00,6.277262e+00,3.453213e-02,9.338097e-01,5.350336e+01,2.518195e-02,0.000000e+00
3.028329e-01,6.239364e+00,6.239364e+00,3.536266e-02,9.177847e-01,5.258519e+01,2.540078e-02,0.000000e+00
3.081214e-01,6.201530e+00,6.201530e+00,3.621284e-02,9.020347e-01,5.168278e+01,2.562150e-02,0.000000e+00
3.135022e-01,6.163925e+00,6.163925e+00,3.708314e-02,8.865550e-01,5.079586e+01,2.584414e-02,0.000000e+00
3.189770e-01,6.126548e+00,6.126548e+00,3.797404e-02,8.713410e-01,4.992416e+01,2.606871e-02,0.000000e+00
3.245474e-01,6.089398e+00,6.089398e+00,3.888603e-02,8.563881e-01,4.906742e+01,2.629524e-02,0.000000e+00
3.302151e-01,6.052473e+00,6.052473e+00,3.981961e-02,8.416919e-01,4.822539e+01,2.652372e-02,0.000000e+00
3.359818e-01,6.015772e+00,6.015772e+00,4.077529e-02,8.272479e-01,4.739781e+01,2.675420e-02,0.000000e+00
3.418492e-01,5.979294e+00,5.979294e+00,4.175359e-02,8.130518e-01,4.658444e+01,2.698667e-02,0.000000e+00
3.478191e-01,5.943037e+00,5.943037e+00,4.275505e-02,7.990994e-01,4.578503e+01,2.722116e-02,0.000000e+00
3.538932e-01,5.907152e+00,5.907152e+00,4.378020e-02,7.853865e-01,4.499933e+01,2.745768e-02,0.000000e+00
3.600733e-01,5.871569e+00,5.871569e+00,4.482958e-02,7.719089e-01,4.422712e+01,2.769626e-02,0.000000e+00
3.663615e-01,5.836201e+00,5.836201e+00,4.590376e-02,7.586627e-01,4.346817e+01,2.793691e-02,0.000000e+00
3.727594e-01,5.801046e+00,5.801046e+00,4.700331e-02,7.456438e-01,4.272224e+01,2.817965e-02,0.000000e+00
3.792690e-01,5.766103e+00,5.766103e+00,4.812885e-02,7.328484e-01,4.198912e+01,2.842449e-02,0.000000e+00
3.858923e-01,5.731370e+00,5.731370e+00,4.928099e-02,7.202725e-01,4.126858e+01,2.867146e-02,0.000000e+00
3.926313e-01,5.696846e+00,5.696846e+00,5.046035e-02,7.079125e-01,4.056040e+01,2.892057e-02,0.000000e+00
3.994880e-01,5.662530e+00,5.662530e+00,5.166758e-02,6.957647e-01,3.986438e+01,2.917184e-02,0.000000e+00
4.064644e-01,5.628130e+00,5.628130e+00,5.290337e-02,6.838254e-01,3.918031e+01,2.942530e-02,0.000000e+00
4.135627e-01,5.593916e+00,5.593916e+00,5.416842e-02,6.720910e-01,3.850798e+01,2.968095e-02,0.000000e+00
4.207849e-01,5.559909e+00,5.559909e+00,5.546344e-02,6.605580e-01,3.784718e+01,2.993882e-02,0.000000e+00
4.281332e-01,5.526109e+00,5.526109e+00,5.678913e-02,6.492229e-01,3.719773e+01,3.019893e-02,0.000000e+00
4.356099e-01,5.492515e+00,5.492515e+00,5.814623e-02,6.380824e-01,3.655943e+01,3.046129e-02,0.000000e+00
4.432171e-01,5.459125e+00,5.459125e+00,5.953547e-02,6.271331e-01,3.593208e+01,3.072593e-02,0.000000e+00
4.509572e-01,5.425892e+00,5.425892e+00,6.095762e-02,6.163717e-01,3.531550e+01,3.099287e-02,0.000000e+00
4.588325e-01,5.392536e+00,5.392536e+00,6.241352e-02,6.057951e-01,3.470950e+01,3.126212e-02,0.000000e+00
4.668452e-01,5.359385e+00,5.359385e+00,6.390400e-02,5.954000e-01,3.411391e+01,3.153371e-02,0.000000e+00
4.749979e-01,5.326438e+00,5.326438e+00,6.542989e-02,5.851833e-01,3.352853e+01,3.180765e-02,0.000000e+00
4.832930e-01,5.293694e+00,5.293694e+00,6.699204e-02,5.751419e-01,3.295320e+01,3.208397e-02,0.000000e+00
4.917330e-01,5.261150e+00,5.261150e+00,6.859129e-02,5.652729e-01,3.238775e+01,3.236269e-02,0.000000e+00
5.003203e-01,5.228769e+00,5.228769e+00,7.022854e-02,5.555733e-01,3.183200e+01,3.264383e-02,0.000000e+00
5.090576e-01,5.195611e+00,5.195611e+00,7.190486e-02,5.460402e-01,3.128580e+01,3.292740e-02,0.000000e+00
5.179475e-01,5.162662e+00,5.162662e+00,7.362134e-02,5.366706e-01,3.074896e+01,3.321343e-02,0.000000e+00
5.269926e-01,5.129923e+00,5.129923e+00,7.537894e-02,5.274619e-01,3.022134e+01,3.350194e-02,0.000000e+00
5.361957e-01,5.097391e+00,5.097391e+00,7.717865e-02,5.184113e-01,2.970278e+01,3.379296e-02,0.000000e+00
5.455595e-01,5.065065e+00,5.065065e+00,7.902147e-02,5.095160e-01,2.919312e+01,3.408649e-02,0.000000e+00
5.550868e-01,5.033914e+00,5.033914e+00,8.090826e-02,5.007734e-01,2.869220e+01,3.438258e-02,0.000000e+00
5.647805e-01,5.003804e+00,5.003804e+00,8.283972e-02,4.921808e-01,2.819988e+01,3.468123e-02,0.000000e+00
5.746435e-01,4.973873e+00,4.973873e+00,8.481673e-02,4.837357e-01,2.771602e+01,3.498247e-02,0.000000e+00
5.846787e-01,4.944121e+00,4.944121e+00,8.684037e-02,4.754356e-01,2.724045e+01,3.528632e-02,0.000000e+00
5.948892e-01,4.914547e+00,4.914547e+00,8.891174e-02,4.672779e-01,2.677305e+01,3.559281e-02,0.000000e+00
6.052780e-01,4.884483e+00,4.884483e+00,9.103211e-02,4.592603e-01,2.631367e+01,3.590195e-02,0.000000e+00
6.158482e-01,4.853954e+00,4.853954e+00,9.320294e-02,4.513802e-01,2.586218e+01,3.621377e-02,0.000000e+00
6.266030e-01,4.823616e+00,4.823616e+00,9.542556e-02,4.436354e-01,2.541844e+01,3.652830e-02,0.000000e+00
6.375456e-01,4.793467e+00,4.793467e+00,9.770122e-02,4.360235e-01,2.498231e+01,3.684555e-02,0.000000e+00
6.486794e-01,4.763507e+00,4.763507e+00,1.000312e-01,4.285423e-01,2.455367e+01,3.716555e-02,0.000000e+00
6.600075e-01,4.732903e+00,4.732903e+00,1.024170e-01,4.211895e-01,2.413238e+01,3.748832e-02,0.000000e+00
6.715335e-01,4.702384e+00,4.702384e+00,1.048601e-01,4.139629e-01,2.371833e+01,3.781390e-02,0.000000e+00
6.832607e-01,4.672063e+00,4.672063e+00,1.073621e-01,4.068603e-01,2.331138e+01,3.814229e-02,0.000000e+00
6.951928e-01,4.641937e+00,4.641937e+00,1.099243e-01,3.998796e-01,2.291141e+01,3.847353e-02,0.000000e+00
7.073332e-01,4.613214e+00,4.613214e+00,1.125478e-01,3.930188e-01,2.251832e+01,3.880764e-02,0.000000e+00
7.196857e-01,4.585463e+00,4.585463e+00,1.152335e-01,3.862757e-01,2.213196e+01,3.914464e-02,0.000000e+00
7.322538e-01,4.557879e+00,4.557879e+00,1.179826e-01,3.796483e-01,2.175224e+01,3.948457e-02,0.000000e+00
7.450415e-01,4.530461e+00,4.530461e+00,1.207967e-01,3.731347e-01,2.137904e+01,3.982743e-02,0.000000e+00
7.580524e-01,4.501610e+00,4.501610e+00,1.236777e-01,3.667329e-01,2.101224e+01,4.017327e-02,0.000000e+00
7.712906e-01,4.471957e+00,4.471957e+00,1.266282e-01,3.604409e-01,2.065174e+01,4.052211e-02,0.000000e+00
7.847600e-01,4.442499e+00,4.442499e+00,1.296501e-01,3.542570e-01,2.029743e+01,4.087396e-02,0.000000e+00
7.984645e-01,4.413235e+00,4.413235e+00,1.327452e-01,3.481792e-01,1.994920e+01,4.122887e-02,0.000000e+00
8.124085e-01,4.386975e+00,4.386975e+00,1.359142e-01,3.422057e-01,1.960694e+01,4.158684e-02,0.000000e+00
8.265959e-01,4.361219e+00,4.361219e+00,1.391577e-01,3.363347e-01,1.927056e+01,4.194792e-02,0.000000e+00
8.410311e-01,4.335614e+00,4.335614e+00,1.424774e-01,3.305645e-01,1.893995e+01,4.231212e-02,0.000000e+00
8.557183e-01,4.309344e+00,4.309344e+00,1.458752e-01,3.248933e-01,1.861502e+01,4.267948e-02,0.000000e+00
8.706621e-01,4.281952e+00,4.281952e+00,1.493540e-01,3.193195e-01,1.829566e+01,4.305002e-02,0.000000e+00
8.858668e-01,4.254733e+00,4.254733e+00,1.529163e-01,3.138414e-01,1.798179e+01,4.342376e-02,0.000000e+00
9.013370e-01,4.227783e+00,4.227783e+00,1.565638e-01,3.084572e-01,1.767330e+01,4.380075e-02,0.000000e+00
9.170775e-01,4.202014e+00,4.202014e+00,1.602983e-01,3.031655e-01,1.737010e+01,4.418099e-02,0.000000e+00
9.330927e-01,4.176401e+00,4.176401e+00,1.641213e-01,2.979646e-01,1.707212e+01,4.456453e-02,0.000000e+00
9.493877e-01,4.150945e+00,4.150945e+00,1.680349e-01,2.928530e-01,1.677924e+01,4.495138e-02,0.000000e+00
9.659673e-01,4.127122e+00,4.127122e+00,1.720405e-01,2.878291e-01,1.649139e+01,4.534158e-02,0.000000e+00
9.828363e-01,4.103494e+00,4.103494e+00,1.761396e-01,2.828914e-01,1.620849e+01,4.573516e-02,0.000000e+00
1.000000e+00,4.080000e+00,4.080000e+00,1.803343e-01,2.780385e-01,1.593043e+01,4.613215e-02,0.000000e+00
1.017463e+00,4.060033e+00,4.060033e+00,1.846251e-01,2.732689e-01,1.565716e+01,4.653257e-02,0.000000e+00
1.035232e+00,4.040164e+00,4.040164e+00,1.890122e-01,2.685812e-01,1.538857e+01,4.693645e-02,0.000000e+00
1.053310e+00,4.020392e+00,4.020392e+00,1.934979e-01,2.639739e-01,1.512459e+01,4.734383e-02,0.000000e+00
1.071705e+00,4.000716e+00,4.000716e+00,1.980844e-01,2.594456e-01,1.486514e+01,4.775473e-02,0.000000e+00
1.090420e+00,3.981137e+00,3.981137e+00,2.027740e-01,2.549951e-01,1.461014e+01,4.816919e-02,0.000000e+00
1.109463e+00,3.961654e+00,3.961654e+00,2.075689e-01,2.506210e-01,1.435953e+01,4.858723e-02,0.000000e+00
1.128838e+00,3.942266e+00,3.942266e+00,2.124715e-01,2.463220e-01,1.411321e+01,4.900888e-02,0.000000e+00
1.148551e+00,3.922973e+00,3.922973e+00,2.174843e-01,2.420967e-01,1.387112e+01,4.943418e-02,0.000000e+00
1.168609e+00,3.903775e+00,3.903775e+00,2.226097e-01,2.379440e-01,1.363319e+01,4.986316e-02,0.000000e+00
1.189017e+00,3.884670e+00,3.884670e+00,2.278502e-01,2.338626e-01,1.339934e+01,5.029585e-02,0.000000e+00
1.209781e+00,3.865659e+00,3.865659e+00,2.332085e-01,2.298511e-01,1.316950e+01,5.073228e-02,0.000000e+00
1.230908e+00,3.846741e+00,3.846741e+00,2.386872e-01,2.259086e-01,1.294361e+01,5.117247e-02,0.000000e+00
1.252404e+00,3.827836e+00,3.827836e+00,2.442891e-01,2.220337e-01,1.272159e+01,5.161648e-02,0.000000e+00
1.274275e+00,3.808392e+00,3.808392e+00,2.500173e-01,2.182253e-01,1.250339e+01,5.206432e-02,0.000000e+00
1.296528e+00,3.789046e+00,3.789046e+00,2.558754e-01,2.144823e-01,1.228893e+01,5.251603e-02,0.000000e+00
1.319170e+00,3.769798e+00,3.769798e+00,2.618662e-01,2.108036e-01,1.207815e+01,5.297164e-02,0.000000e+00
1.342207e+00,3.750648e+00,3.750648e+00,2.679928e-01,2.071879e-01,1.187099e+01,5.343119e-02,0.000000e+00
1.365647e+00,3.731596e+00,3.731596e+00,2.742581e-01,2.036344e-01,1.166739e+01,5.389471e-02,0.000000e+00
1.389495e+00,3.712640e+00,3.712640e+00,2.806655e-01,2.001418e-01,1.146728e+01,5.436223e-02,0.000000e+00
1.413761e+00,3.693781e+00,3.693781e+00,2.872180e-01,1.967092e-01,1.127061e+01,5.483379e-02,0.000000e+00
1.438450e+00,3.675017e+00,3.675017e+00,2.939190e-01,1.933355e-01,1.107731e+01,5.530942e-02,0.000000e+00
1.463570e+00,3.656349e+00,3.656349e+00,3.007718e-01,1.900197e-01,1.088732e+01,5.578915e-02,0.000000e+00
1.489129e+00,3.637775e+00,3.637775e+00,3.077798e-01,1.867608e-01,1.070060e+01,5.627303e-02,0.000000e+00
1.515134e+00,3.620037e+00,3.620037e+00,3.149460e-01,1.835578e-01,1.051709e+01,5.676109e-02,0.000000e+00
1.541594e+00,3.602921e+00,3.602921e+00,3.222725e-01,1.804098e-01,1.033672e+01,5.725335e-02,0.000000e+00
1.568515e+00,3.585885e+00,3.585885e+00,3.297623e-01,1.773159e-01,1.015945e+01,5.774987e-02,0.000000e+00
1.595907e+00,3.568930e+00,3.568930e+00,3.374191e-01,1.742750e-01,9.985222e+00,5.825067e-02,0.000000e+00
1.623777e+00,3.552055e+00,3.552055e+00,3.452467e-01,1.712863e-01,9.813984e+00,5.875579e-02,0.000000e+00
1.652133e+00,3.535260e+00,3.535260e+00,3.532488e-01,1.683490e-01,9.645686e+00,5.926526e-02,0.000000e+00
1.680985e+00,3.518544e+00,3.518544e+00,3.614293e-01,1.654620e-01,9.480276e+00,5.977914e-02,0.000000e+00
1.710341e+00,3.501907e+00,3.501907e+00,3.697922e-01,1.626246e-01,9.317705e+00,6.029744e-02,0.000000e+00
1.740209e+00,3.485349e+00,3.485349e+00,3.783416e-01,1.598359e-01,9.157924e+00,6.082021e-02,0.000000e+00
1.770599e+00,3.468408e+00,3.468408e+00,3.870822e-01,1.570951e-01,9.000886e+00,6.134749e-02,0.000000e+00
1.801520e+00,3.451330e+00,3.451330e+00,3.960191e-01,1.544013e-01,8.846543e+00,6.187931e-02,0.000000e+00
1.832981e+00,3.434336e+00,3.434336e+00,4.051572e-01,1.517537e-01,8.694849e+00,6.241572e-02,0.000000e+00
1.864991e+00,3.417425e+00,3.417425e+00,4.145008e-01,1.491516e-01,8.545759e+00,6.295675e-02,0.000000e+00
1.897560e+00,3.400598e+00,3.400598e+00,4.240546e-01,1.465942e-01,8.399228e+00,6.350244e-02,0.000000e+00
1.930698e+00,3.383854e+00,3.383854e+00,4.338233e-01,1.440806e-01,8.255212e+00,6.405283e-02,0.000000e+00
1.964414e+00,3.367192e+00,3.367192e+00,4.438119e-01,1.416102e-01,8.113667e+00,6.460796e-02,0.000000e+00
1.998720e+00,3.350612e+00,3.350612e+00,4.540252e-01,1.391822e-01,7.974552e+00,6.516788e-02,0.000000e+00
2.033624e+00,3.333836e+00,3.333836e+00,4.644686e-01,1.367959e-01,7.837825e+00,6.573261e-02,0.000000e+00
2.069138e+00,3.317133e+00,3.317133e+00,4.751480e-01,1.344505e-01,7.703445e+00,6.630221e-02,0.000000e+00
2.105272e+00,3.300514e+00,3.300514e+00,4.860685e-01,1.321453e-01,7.571371e+00,6.687670e-02,0.000000e+00
2.142037e+00,3.283978e+00,3.283978e+00,4.972358e-01,1.298798e-01,7.441563e+00,6.745615e-02,0.000000e+00
2.179445e+00,3.267525e+00,3.267525e+00,5.086552e-01,1.276531e-01,7.313984e+00,6.804058e-02,0.000000e+00
2.217505e+00,3.251154e+00,3.251154e+00,5.203326e-01,1.254646e-01,7.188595e+00,6.863003e-02,0.000000e+00
2.256230e+00,3.234865e+00,3.234865e+00,5.322737e-01,1.233137e-01,7.065357e+00,6.922456e-02,0.000000e+00
2.295632e+00,3.218658e+00,3.218658e+00,5.444845e-01,1.211998e-01,6.944235e+00,6.982420e-02,0.000000e+00
2.335721e+00,3.202533e+00,3.202533e+00,5.569712e-01,1.191221e-01,6.825192e+00,7.042899e-02,0.000000e+00
2.376511e+00,3.186488e+00,3.186488e+00,5.697398e-01,1.170800e-01,6.708192e+00,7.103899e-02,0.000000e+00
2.418013e+00,3.170523e+00,3.170523e+00,5.827969e-01,1.150730e-01,6.593200e+00,7.165422e-02,0.000000e+00
2.460240e+00,3.154639e+00,3.154639e+00,5.961489e-01,1.131005e-01,6.480182e+00,7.227475e-02,0.000000e+00
2.503204e+00,3.138847e+00,3.138847e+00,6.098024e-01,1.111618e-01,6.369103e+00,7.290060e-02,0.000000e+00
2.546918e+00,3.123297e+00,3.123297e+00,6.237639e-01,1.092564e-01,6.259931e+00,7.353183e-02,0.000000e+00
2.591396e+00,3.107825e+00,3.107825e+00,6.380400e-01,1.073837e-01,6.152633e+00,7.416848e-02,0.000000e+00
2.636651e+00,3.092429e+00,3.092429e+00,6.526376e-01,1.055431e-01,6.047177e+00,7.481060e-02,0.000000e+00
2.682696e+00,3.077109e+00,3.077109e+00,6.675642e-01,1.037342e-01,5.943530e+00,7.545823e-02,0.000000e+00
2.729545e+00,3.061866e+00,3.061866e+00,6.828270e-01,1.019562e-01,5.841663e+00,7.611141e-02,0.000000e+00
2.777212e+00,3.046698e+00,3.046698e+00,6.984336e-01,1.002088e-01,5.741544e+00,7.677020e-02,0.000000e+00
2.825712e+00,3.031605e+00,3.031605e+00,7.143919e-01,9.849142e-02,5.643143e+00,7.743464e-02,0.000000e+00
2.875058e+00,3.016586e+00,3.016586e+00,7.307097e-01,9.680348e-02,5.546431e+00,7.810478e-02,0.000000e+00
2.925266e+00,3.001643e+00,3.001643e+00,7.473951e-01,9.514451e-02,5.451379e+00,7.878067e-02,0.000000e+00
2.976351e+00,2.986773e+00,2.986773e+00,7.644564e-01,9.351402e-02,5.357959e+00,7.946235e-02,0.000000e+00
3.028329e+00,2.972542e+00,2.972542e+00,7.819004e-01,9.191151e-02,5.266141e+00,8.014987e-02,5.578712e-02
3.081214e+00,2.958852e+00,2.958852e+00,7.997326e-01,9.033650e-02,5.175900e+00,8.084328e-02,1.223621e-01
3.135022e+00,2.945225e+00,2.945225e+00,8.179602e-01,8.878853e-02,5.087208e+00,8.154263e-02,1.897975e-01
3.189770e+00,2.931660e+00,2.931660e+00,8.365919e-01,8.726713e-02,5.000038e+00,8.224797e-02,2.581099e-01
3.245474e+00,2.918159e+00,2.918159e+00,8.556367e-01,8.577184e-02,4.914364e+00,8.295935e-02,3.273159e-01
3.302151e+00,2.904719e+00,2.904719e+00,8.751037e-01,8.430221e-02,4.830161e+00,8.367681e-02,3.974324e-01
3.359818e+00,2.891341e+00,2.891341e+00,8.950023e-01,8.285781e-02,4.747403e+00,8.440042e-02,4.684769e-01
3.418492e+00,2.878025e+00,2.878025e+00,9.153421e-01,8.143820e-02,4.666065e+00,8.513021e-02,5.404668e-01
3.478191e+00,2.864771e+00,2.864771e+00,9.361328e-01,8.004295e-02,4.586123e+00,8.586624e-02,6.134200e-01
3.538932e+00,2.851580e+00,2.851580e+00,9.573845e-01,7.867165e-02,4.507554e+00,8.660857e-02,6.873517e-01
3.600733e+00,2.838452e+00,2.838452e+00,9.791074e-01,7.732389e-02,4.430333e+00,8.735724e-02,7.622817e-01
3.663615e+00,2.825384e+00,2.825384e+00,1.001312e+00,7.599926e-02,4.354437e+00,8.811231e-02,8.382305e-01
3.727594e+00,2.812377e+00,2.812377e+00,1.024008e+00,7.469737e-02,4.279844e+00,8.887382e-02,9.152172e-01
3.792690e+00,2.799429e+00,2.799429e+00,1.047208e+00,7.341782e-02,4.206531e+00,8.964184e-02,9.932614e-01
3.858923e+00,2.786541e+00,2.786541e+00,1.070922e+00,7.216023e-02,4.134477e+00,9.041641e-02,1.072383e+00
3.926313e+00,2.773712e+00,2.773712e+00,1.095162e+00,7.092423e-02,4.063659e+00,9.119760e-02,1.152601e+00
3.994880e+00,2.760942e+00,2.760942e+00,1.119940e+00,6.970944e-02,3.994057e+00,9.198544e-02,1.233938e+00
4.064644e+00,2.748972e+00,2.748972e+00,1.145263e+00,6.851550e-02,3.925649e+00,9.278001e-02,1.315672e+00
4.135627e+00,2.737113e+00,2.737113e+00,1.171140e+00,6.734205e-02,3.858415e+00,9.358135e-02,1.398514e+00
4.207849e+00,2.725304e+00,2.725304e+00,1.197583e+00,6.618875e-02,3.792336e+00,9.438951e-02,1.482545e+00
4.281332e+00,2.713547e+00,2.713547e+00,1.224605e+00,6.505524e-02,3.727390e+00,9.520457e-02,1.567786e+00
4.356099e+00,2.701840e+00,2.701840e+00,1.252218e+00,6.394118e-02,3.663560e+00,9.602656e-02,1.654259e+00
4.432171e+00,2.690184e+00,2.690184e+00,1.280434e+00,6.284624e-02,3.600825e+00,9.685554e-02,1.741987e+00
4.509572e+00,2.678570e+00,2.678570e+00,1.309268e+00,6.177010e-02,3.539166e+00,9.769159e-02,1.831002e+00
4.588325e+00,2.666946e+00,2.666946e+00,1.338733e+00,6.071243e-02,3.478566e+00,9.853474e-02,1.921378e+00
4.668452e+00,2.655373e+00,2.655373e+00,1.368843e+00,5.967291e-02,3.419006e+00,9.938506e-02,2.013079e+00
4.749979e+00,2.643850e+00,2.643850e+00,1.399612e+00,5.865123e-02,3.360468e+00,1.002426e-01,2.106129e+00
4.832930e+00,2.632377e+00,2.632377e+00,1.431056e+00,5.764709e-02,3.302935e+00,1.011074e-01,2.200553e+00
4.917330e+00,2.620954e+00,2.620954e+00,1.463187e+00,5.666019e-02,3.246389e+00,1.019796e-01,2.296376e+00
5.003203e+00,2.609592e+00,2.609592e+00,1.496023e+00,5.569022e-02,3.190814e+00,1.028592e-01,2.393611e+00
5.090576e+00,2.598591e+00,2.598591e+00,1.529575e+00,5.473690e-02,3.136193e+00,1.037463e-01,2.491985e+00
5.179475e+00,2.587637e+00,2.587637e+00,1.563858e+00,5.379994e-02,3.082509e+00,1.046408e-01,2.591838e+00
5.269926e+00,2.576728e+00,2.576728e+00,1.598887e+00,5.287906e-02,3.029747e+00,1.055430e-01,2.693198e+00
5.361957e+00,2.565866e+00,2.565866e+00,1.634678e+00,5.197399e-02,2.977890e+00,1.064528e-01,2.796091e+00
5.455595e+00,2.555049e+00,2.555049e+00,1.671249e+00,5.108445e-02,2.926924e+00,1.073703e-01,2.900546e+00
5.550868e+00,2.544663e+00,2.544663e+00,1.708613e+00,5.021018e-02,2.876832e+00,1.082956e-01,3.006205e+00
5.647805e+00,2.534656e+00,2.534656e+00,1.746782e+00,4.935092e-02,2.827599e+00,1.092287e-01,3.113149e+00
5.746435e+00,2.524689e+00,2.524689e+00,1.785772e+00,4.850640e-02,2.779212e+00,1.101697e-01,3.221746e+00
5.846787e+00,2.514761e+00,2.514761e+00,1.825598e+00,4.767638e-02,2.731655e+00,1.111186e-01,3.332026e+00
5.948892e+00,2.504872e+00,2.504872e+00,1.866280e+00,4.686061e-02,2.684915e+00,1.120756e-01,3.444020e+00
6.052780e+00,2.494480e+00,2.494480e+00,1.907841e+00,4.605883e-02,2.638977e+00,1.130407e-01,3.558300e+00
6.158482e+00,2.483603e+00,2.483603e+00,1.950308e+00,4.527082e-02,2.593827e+00,1.140139e-01,3.674879e+00
6.266030e+00,2.472774e+00,2.472774e+00,1.993706e+00,4.449633e-02,2.549452e+00,1.149953e-01,3.793256e+00
6.375456e+00,2.461993e+00,2.461993e+00,2.038055e+00,4.373513e-02,2.505839e+00,1.159850e-01,3.913464e+00
6.486794e+00,2.451258e+00,2.451258e+00,2.083376e+00,4.298700e-02,2.462974e+00,1.169830e-01,4.035536e+00
6.600075e+00,2.441699e+00,2.441699e+00,2.129680e+00,4.225171e-02,2.420845e+00,1.179895e-01,4.158376e+00
6.715335e+00,2.432327e+00,2.432327e+00,2.176976e+00,4.152904e-02,2.379439e+00,1.190044e-01,4.283007e+00
6.832607e+00,2.422992e+00,2.422992e+00,2.225282e+00,4.081878e-02,2.338744e+00,1.200278e-01,4.409616e+00
6.951928e+00,2.413692e+00,2.413692e+00,2.274622e+00,4.012070e-02,2.298747e+00,1.210599e-01,4.538236e+00
7.073332e+00,2.403915e+00,2.403915e+00,2.325022e+00,3.943460e-02,2.259436e+00,1.221006e-01,4.669417e+00
7.196857e+00,2.393840e+00,2.393840e+00,2.376515e+00,3.876028e-02,2.220801e+00,1.231501e-01,4.803017e+00
7.322538e+00,2.383807e+00,2.383807e+00,2.429127e+00,3.809754e-02,2.182828e+00,1.242084e-01,4.938731e+00
7.450415e+00,2.373817e+00,2.373817e+00,2.482884e+00,3.744617e-02,2.145507e+00,1.252756e-01,5.076598e+00
7.580524e+00,2.365009e+00,2.365009e+00,2.537796e+00,3.680597e-02,2.108827e+00,1.263517e-01,5.215515e+00
7.712906e+00,2.356941e+00,2.356941e+00,2.593867e+00,3.617677e-02,2.072776e+00,1.274368e-01,5.355965e+00
7.847600e+00,2.348901e+00,2.348901e+00,2.651112e+00,3.555836e-02,2.037344e+00,1.285310e-01,5.498699e+00
7.984645e+00,2.340888e+00,2.340888e+00,2.709556e+00,3.495057e-02,2.002520e+00,1.296344e-01,5.643758e+00
8.124085e+00,2.332347e+00,2.332347e+00,2.769232e+00,3.435321e-02,1.968294e+00,1.307470e-01,5.791738e+00
8.265959e+00,2.323768e+00,2.323768e+00,2.830173e+00,3.376610e-02,1.934655e+00,1.318689e-01,5.942190e+00
8.410311e+00,2.315221e+00,2.315221e+00,2.892407e+00,3.318907e-02,1.901594e+00,1.330002e-01,6.095089e+00
8.557183e+00,2.306461e+00,2.306461e+00,2.955965e+00,3.262195e-02,1.869100e+00,1.341409e-01,6.250723e+00
