step_number,z_index,x_index,z_mm,x_mm,weight
1,0,19,0.500,19.500,6.60399973e-01
2,0,18,0.500,18.500,1.99726702e-09
2,0,19,0.500,19.500,6.60426795e-01
2,0,20,0.500,20.500,2.70525391e-07
2,1,18,1.500,18.500,5.23552808e-05
2,1,19,1.500,19.500,6.57124221e-01
2,1,20,1.500,20.500,5.83785586e-03
3,0,18,0.500,18.500,1.99726702e-09
3,0,19,0.500,19.500,6.60426795e-01
3,0,20,0.500,20.500,2.70579136e-07
3,1,17,1.500,17.500,3.82675176e-11
3,1,18,1.500,18.500,5.23677409e-05
3,1,19,1.500,19.500,6.57179236e-01
3,1,20,1.500,20.500,5.83899673e-03
3,1,21,1.500,21.500,7.10361592e-09
3,2,17,2.500,17.500,4.62816388e-07
3,2,18,2.500,18.500,1.55831600e-04
3,2,19,2.500,19.500,6.53762043e-01
3,2,20,2.500,20.500,1.16647417e-02
3,2,21,2.500,21.500,5.43428723e-05
4,0,18,0.500,18.500,1.99726702e-09
4,0,19,0.500,19.500,6.60426795e-01
4,0,20,0.500,20.500,2.70579136e-07
4,1,17,1.500,17.500,3.82675176e-11
4,1,18,1.500,18.500,5.23677409e-05
4,1,19,1.500,19.500,6.57179236e-01
4,1,20,1.500,20.500,5.83899673e-03
4,1,21,1.500,21.500,7.10804571e-09
4,2,17,2.500,17.500,4.63076560e-07
4,2,18,2.500,18.500,1.55870206e-04
4,2,19,2.500,19.500,6.53846800e-01
4,2,20,2.500,20.500,1.16674490e-02
4,2,21,2.500,21.500,5.43782771e-05
4,2,22,2.500,22.500,1.94446056e-10
4,3,16,3.500,16.500,4.30794866e-09
4,3,17,3.500,17.500,1.86642978e-06
4,3,18,3.500,18.500,3.09165363e-04
4,3,19,3.500,19.500,6.50318027e-01
4,3,20,3.500,20.500,1.74737033e-02
4,3,21,3.500,21.500,1.65574398e-04
4,3,22,3.500,22.500,5.76701780e-07
5,0,18,0.500,18.500,1.99726702e-09
5,0,19,0.500,19.500,6.60426795e-01
5,0,20,0.500,20.500,2.70579136e-07
5,1,17,1.500,17.500,3.82675176e-11
5,1,18,1.500,18.500,5.23677409e-05
5,1,19,1.500,19.500,6.57179236e-01
5,1,20,1.500,20.500,5.83899673e-03
5,1,21,1.500,21.500,7.10804571e-09
5,2,17,2.500,17.500,4.63076560e-07
5,2,18,2.500,18.500,1.55870206e-04
5,2,19,2.500,19.500,6.53846800e-01
5,2,20,2.500,20.500,1.16674490e-02
5,2,21,2.500,21.500,5.43782953e-05
5,2,22,2.500,22.500,1.94446056e-10
5,3,16,3.500,16.500,4.31150937e-09
5,3,17,3.500,17.500,1.86739396e-06
5,3,18,3.500,18.500,3.09253723e-04
5,3,19,3.500,19.500,6.50433540e-01
5,3,20,3.500,20.500,1.74787622e-02
5,3,21,3.500,21.500,1.65678110e-04
5,3,22,3.500,22.500,5.77893502e-07
5,3,23,3.500,23.500,4.34392062e-12
5,4,15,4.500,15.500,4.44216122e-11
5,4,16,4.500,16.500,2.25275834e-08
5,4,17,4.500,17.500,4.70036275e-06
5,4,18,4.500,18.500,5.11067454e-04
5,4,19,4.500,19.500,6.46796882e-01
5,4,20,4.500,20.500,2.32581422e-02
5,4,21,4.500,21.500,3.35880381e-04
5,4,22,4.500,22.500,2.41814973e-06
5,4,23,4.500,23.500,7.89802446e-09
6,0,18,0.500,18.500,1.99726702e-09
6,0,19,0.500,19.500,6.60426795e-01
6,0,20,0.500,20.500,2.70579136e-07
6,1,17,1.500,17.500,3.82675176e-11
6,1,18,1.500,18.500,5.23677409e-05
6,1,19,1.500,19.500,6.57179236e-01
6,1,20,1.500,20.500,5.83899673e-03
6,1,21,1.500,21.500,7.10804571e-09
6,2,17,2.500,17.500,4.63076560e-07
6,2,18,2.500,18.500,1.55870206e-04
6,2,19,2.500,19.500,6.53846800e-01
6,2,20,2.500,20.500,1.16674490e-02
6,2,21,2.500,21.500,5.43782953e-05
6,2,22,2.500,22.500,1.94446056e-10
6,3,16,3.500,16.500,4.31150937e-09
6,3,17,3.500,17.500,1.86739396e-06
6,3,18,3.500,18.500,3.09253723e-04
6,3,19,3.500,19.500,6.50433540e-01
6,3,20,3.500,20.500,1.74787622e-02
6,3,21,3.500,21.500,1.65678197e-04
6,3,22,3.500,22.500,5.77893502e-07
6,3,23,3.500,23.500,4.34392062e-12
6,4,15,4.500,15.500,4.44216122e-11
6,4,16,4.500,16.500,2.25493366e-08
6,4,17,4.500,17.500,4.70299665e-06
6,4,18,4.500,18.500,5.11237595e-04
6,4,19,4.500,19.500,6.46944344e-01
6,4,20,4.500,20.500,2.32664291e-02
6,4,21,4.500,21.500,3.36115598e-04
6,4,22,4.500,22.500,2.42236479e-06
6,4,23,4.500,23.500,7.93916399e-09
6,5,15,5.500,15.500,3.02644632e-10
6,5,16,5.500,16.500,7.04179755e-08
6,5,17,5.500,17.500,9.46229375e-06
6,5,18,5.500,18.500,7.60227325e-04
6,5,19,5.500,19.500,6.43202782e-01
6,5,20,5.500,20.500,2.90118232e-02
6,5,21,5.500,21.500,5.67102106e-04
6,5,22,5.500,22.500,6.31117427e-06
6,5,23,5.500,23.500,4.30966338e-08
6,5,24,5.500,24.500,1.47014845e-10
7,0,18,0.500,18.500,1.99726702e-09
7,0,19,0.500,19.500,6.60426795e-01
7,0,20,0.500,20.500,2.70579136e-07
7,1,17,1.500,17.500,3.82675176e-11
7,1,18,1.500,18.500,5.23677409e-05
7,1,19,1.500,19.500,6.57179236e-01
7,1,20,1.500,20.500,5.83899673e-03
7,1,21,1.500,21.500,7.10804571e-09
7,2,17,2.500,17.500,4.63076560e-07
7,2,18,2.500,18.500,1.55870206e-04
7,2,19,2.500,19.500,6.53846800e-01
7,2,20,2.500,20.500,1.16674490e-02
7,2,21,2.500,21.500,5.43782953e-05
7,2,22,2.500,22.500,1.94446056e-10
7,3,16,3.500,16.500,4.31150937e-09
7,3,17,3.500,17.500,1.86739396e-06
7,3,18,3.500,18.500,3.09253723e-04
7,3,19,3.500,19.500,6.50433540e-01
7,3,20,3.500,20.500,1.74787622e-02
7,3,21,3.500,21.500,1.65678197e-04
7,3,22,3.500,22.500,5.77893502e-07
7,3,23,3.500,23.500,4.34392062e-12
7,4,15,4.500,15.500,4.44216122e-11
7,4,16,4.500,16.500,2.25493366e-08
7,4,17,4.500,17.500,4.70299665e-06
7,4,18,4.500,18.500,5.11237595e-04
7,4,19,4.500,19.500,6.46944344e-01
7,4,20,4.500,20.500,2.32664309e-02
7,4,21,4.500,21.500,3.36115831e-04
7,4,22,4.500,22.500,2.42236820e-06
7,4,23,4.500,23.500,7.93916399e-09
7,5,15,5.500,15.500,3.02644632e-10
7,5,16,5.500,16.500,7.05000218e-08
7,5,17,5.500,17.500,9.46827731e-06
7,5,18,5.500,18.500,7.60520226e-04
7,5,19,5.500,19.500,6.43383205e-01
7,5,20,5.500,20.500,2.90242843e-02
7,5,21,5.500,21.500,5.67558920e-04
7,5,22,5.500,22.500,6.32245838e-06
7,5,23,5.500,23.500,4.32744542e-08
7,5,24,5.500,24.500,1.47014845e-10
7,6,14,6.500,14.500,1.59852014e-12
7,6,15,6.500,15.500,1.18003163e-09
7,6,16,6.500,16.500,1.70611187e-07
7,6,17,6.500,17.500,1.66548889e-05
7,6,18,6.500,18.500,1.05531525e-03
7,6,19,6.500,19.500,6.39540017e-01
7,6,20,6.500,20.500,3.47288810e-02
7,6,21,6.500,21.500,8.60751723e-04
7,6,22,6.500,22.500,1.31290253e-05
7,6,23,6.500,23.500,1.39766712e-07
7,6,24,6.500,24.500,9.98775063e-10
7,6,25,6.500,25.500,1.55155966e-12
8,0,18,0.500,18.500,1.99726702e-09
8,0,19,0.500,19.500,6.60426795e-01
8,0,20,0.500,20.500,2.70579136e-07
8,1,17,1.500,17.500,3.82675176e-11
8,1,18,1.500,18.500,5.23677409e-05
8,1,19,1.500,19.500,6.57179236e-01
8,1,20,1.500,20.500,5.83899673e-03
8,1,21,1.500,21.500,7.10804571e-09
8,2,17,2.500,17.500,4.63076560e-07
8,2,18,2.500,18.500,1.55870206e-04
8,2,19,2.500,19.500,6.53846800e-01
8,2,20,2.500,20.500,1.16674490e-02
8,2,21,2.500,21.500,5.43782953e-05
8,2,22,2.500,22.500,1.94446056e-10
8,3,16,3.500,16.500,4.31150937e-09
8,3,17,3.500,17.500,1.86739396e-06
8,3,18,3.500,18.500,3.09253723e-04
8,3,19,3.500,19.500,6.50433540e-01
8,3,20,3.500,20.500,1.74787622e-02
8,3,21,3.500,21.500,1.65678197e-04
8,3,22,3.500,22.500,5.77893502e-07
8,3,23,3.500,23.500,4.34392062e-12
8,4,15,4.500,15.500,4.44216122e-11
8,4,16,4.500,16.500,2.25493366e-08
8,4,17,4.500,17.500,4.70299665e-06
8,4,18,4.500,18.500,5.11237595e-04
8,4,19,4.500,19.500,6.46944344e-01
8,4,20,4.500,20.500,2.32664309e-02
8,4,21,4.500,21.500,3.36115831e-04
8,4,22,4.500,22.500,2.42236820e-06
8,4,23,4.500,23.500,7.93916399e-09
8,5,15,5.500,15.500,3.02644632e-10
8,5,16,5.500,16.500,7.05000218e-08
8,5,17,5.500,17.500,9.46827731e-06
8,5,18,5.500,18.500,7.60520226e-04
8,5,19,5.500,19.500,6.43383205e-01
8,5,20,5.500,20.500,2.90242899e-02
8,5,21,5.500,21.500,5.67559386e-04
8,5,22,5.500,22.500,6.32247293e-06
8,5,23,5.500,23.500,4.32744542e-08
8,5,24,5.500,24.500,1.47014845e-10
8,6,14,6.500,14.500,1.59852014e-12
8,6,15,6.500,15.500,1.18003163e-09
8,6,16,6.500,16.500,1.70838803e-07
8,6,17,6.500,17.500,1.66668669e-05
8,6,18,6.500,18.500,1.05578150e-03
8,6,19,6.500,19.500,6.39754713e-01
8,6,20,6.500,20.500,3.47465314e-02
8,6,21,6.500,21.500,8.61551554e-04
8,6,22,6.500,22.500,1.31544102e-05
8,6,23,6.500,23.500,1.40326932e-07
8,6,24,6.500,24.500,1.00210917e-09
8,6,25,6.500,25.500,1.55155966e-12
8,7,14,7.500,14.500,1.77127653e-11
8,7,15,7.500,15.500,3.44835160e-09
8,7,16,7.500,16.500,3.53212755e-07
8,7,17,7.500,17.500,2.67828273e-05
8,7,18,7.500,18.500,1.39498839e-03
8,7,19,7.500,19.500,6.35812879e-01
8,7,20,7.500,20.500,4.04037684e-02
8,7,21,7.500,21.500,1.21802790e-03
8,7,22,7.500,22.500,2.38193097e-05
8,7,23,7.500,23.500,3.49757300e-07
8,7,24,7.500,24.500,3.88672650e-09
8,7,25,7.500,25.500,2.23382788e-11
9,0,18,0.500,18.500,1.99726702e-09
9,0,19,0.500,19.500,6.60426795e-01
9,0,20,0.500,20.500,2.70579136e-07
9,1,17,1.500,17.500,3.82675176e-11
9,1,18,1.500,18.500,5.23677409e-05
9,1,19,1.500,19.500,6.57179236e-01
9,1,20,1.500,20.500,5.83899673e-03
9,1,21,1.500,21.500,7.10804571e-09
9,2,17,2.500,17.500,4.63076560e-07
9,2,18,2.500,18.500,1.55870206e-04
9,2,19,2.500,19.500,6.53846800e-01
9,2,20,2.500,20.500,1.16674490e-02
9,2,21,2.500,21.500,5.43782953e-05
9,2,22,2.500,22.500,1.94446056e-10
9,3,16,3.500,16.500,4.31150937e-09
9,3,17,3.500,17.500,1.86739396e-06
9,3,18,3.500,18.500,3.09253723e-04
9,3,19,3.500,19.500,6.50433540e-01
9,3,20,3.500,20.500,1.74787622e-02
9,3,21,3.500,21.500,1.65678197e-04
9,3,22,3.500,22.500,5.77893502e-07
9,3,23,3.500,23.500,4.34392062e-12
9,4,15,4.500,15.500,4.44216122e-11
9,4,16,4.500,16.500,2.25493366e-08
9,4,17,4.500,17.500,4.70299665e-06
9,4,18,4.500,18.500,5.11237595e-04
9,4,19,4.500,19.500,6.46944344e-01
9,4,20,4.500,20.500,2.32664309e-02
9,4,21,4.500,21.500,3.36115831e-04
9,4,22,4.500,22.500,2.42236820e-06
9,4,23,4.500,23.500,7.93916399e-09
9,5,15,5.500,15.500,3.02644632e-10
9,5,16,5.500,16.500,7.05000218e-08
9,5,17,5.500,17.500,9.46827731e-06
9,5,18,5.500,18.500,7.60520226e-04
9,5,19,5.500,19.500,6.43383205e-01
9,5,20,5.500,20.500,2.90242899e-02
9,5,21,5.500,21.500,5.67559386e-04
9,5,22,5.500,22.500,6.32247293e-06
9,5,23,5.500,23.500,4.32744542e-08
9,5,24,5.500,24.500,1.47014845e-10
9,6,14,6.500,14.500,1.59852014e-12
9,6,15,6.500,15.500,1.18003163e-09
9,6,16,6.500,16.500,1.70838803e-07
9,6,17,6.500,17.500,1.66668706e-05
9,6,18,6.500,18.500,1.05578150e-03
9,6,19,6.500,19.500,6.39754713e-01
9,6,20,6.500,20.500,3.47465388e-02
9,6,21,6.500,21.500,8.61552428e-04
9,6,22,6.500,22.500,1.31544512e-05
9,6,23,6.500,23.500,1.40326932e-07
9,6,24,6.500,24.500,1.00210917e-09
9,6,25,6.500,25.500,1.55155966e-12
9,7,14,7.500,14.500,1.77127653e-11
9,7,15,7.500,15.500,3.45278606e-09
9,7,16,7.500,16.500,3.53747112e-07
9,7,17,7.500,17.500,2.68046588e-05
9,7,18,7.500,18.500,1.39568804e-03
9,7,19,7.500,19.500,6.36062384e-01
9,7,20,7.500,20.500,4.04276662e-02
9,7,21,7.500,21.500,1.21932535e-03
9,7,22,7.500,22.500,2.38699467e-05
9,7,23,7.500,23.500,3.51197315e-07
9,7,24,7.500,24.500,3.90713861e-09
9,7,25,7.500,25.500,2.23382788e-11
9,8,14,8.500,14.500,7.66476396e-11
9,8,15,8.500,15.500,8.40381809e-09
9,8,16,8.500,16.500,6.56282680e-07
9,8,17,8.500,17.500,4.03500781e-05
9,8,18,8.500,18.500,1.77789084e-03
9,8,19,8.500,19.500,6.32025182e-01
9,8,20,8.500,20.500,4.60312702e-02
9,8,21,8.500,21.500,1.63983146e-03
9,8,22,8.500,22.500,3.93922710e-05
9,8,23,8.500,23.500,7.45122065e-07
9,8,24,8.500,24.500,1.13661960e-08
9,8,25,8.500,25.500,1.16498838e-10
10,0,18,0.500,18.500,1.99726702e-09
10,0,19,0.500,19.500,6.60426795e-01
10,0,20,0.500,20.500,2.70579136e-07
10,1,17,1.500,17.500,3.82675176e-11
10,1,18,1.500,18.500,5.23677409e-05
10,1,19,1.500,19.500,6.57179236e-01
10,1,20,1.500,20.500,5.83899673e-03
10,1,21,1.500,21.500,7.10804571e-09
10,2,17,2.500,17.500,4.63076560e-07
10,2,18,2.500,18.500,1.55870206e-04
10,2,19,2.500,19.500,6.53846800e-01
10,2,20,2.500,20.500,1.16674490e-02
10,2,21,2.500,21.500,5.43782953e-05
10,2,22,2.500,22.500,1.94446056e-10
10,3,16,3.500,16.500,4.31150937e-09
10,3,17,3.500,17.500,1.86739396e-06
10,3,18,3.500,18.500,3.09253723e-04
10,3,19,3.500,19.500,6.50433540e-01
10,3,20,3.500,20.500,1.74787622e-02
10,3,21,3.500,21.500,1.65678197e-04
10,3,22,3.500,22.500,5.77893502e-07
10,3,23,3.500,23.500,4.34392062e-12
10,4,15,4.500,15.500,4.44216122e-11
10,4,16,4.500,16.500,2.25493366e-08
10,4,17,4.500,17.500,4.70299665e-06
10,4,18,4.500,18.500,5.11237595e-04
10,4,19,4.500,19.500,6.46944344e-01
10,4,20,4.500,20.500,2.32664309e-02
10,4,21,4.500,21.500,3.36115831e-04
10,4,22,4.500,22.500,2.42236820e-06
10,4,23,4.500,23.500,7.93916399e-09
10,5,15,5.500,15.500,3.02644632e-10
10,5,16,5.500,16.500,7.05000218e-08
10,5,17,5.500,17.500,9.46827731e-06
10,5,18,5.500,18.500,7.60520226e-04
10,5,19,5.500,19.500,6.43383205e-01
10,5,20,5.500,20.500,2.90242899e-02
10,5,21,5.500,21.500,5.67559386e-04
10,5,22,5.500,22.500,6.32247293e-06
10,5,23,5.500,23.500,4.32744542e-08
10,5,24,5.500,24.500,1.47014845e-10
10,6,14,6.500,14.500,1.59852014e-12
10,6,15,6.500,15.500,1.18003163e-09
10,6,16,6.500,16.500,1.70838803e-07
10,6,17,6.500,17.500,1.66668706e-05
10,6,18,6.500,18.500,1.05578150e-03
10,6,19,6.500,19.500,6.39754713e-01
10,6,20,6.500,20.500,3.47465388e-02
10,6,21,6.500,21.500,8.61552428e-04
10,6,22,6.500,22.500,1.31544512e-05
10,6,23,6.500,23.500,1.40326932e-07
10,6,24,6.500,24.500,1.00210917e-09
10,6,25,6.500,25.500,1.55155966e-12
10,7,14,7.500,14.500,1.77127653e-11
10,7,15,7.500,15.500,3.45278606e-09
10,7,16,7.500,16.500,3.53747112e-07
10,7,17,7.500,17.500,2.68046679e-05
10,7,18,7.500,18.500,1.39568804e-03
10,7,19,7.500,19.500,6.36062384e-01
10,7,20,7.500,20.500,4.04276773e-02
10,7,21,7.500,21.500,1.21932698e-03
10,7,22,7.500,22.500,2.38700450e-05
10,7,23,7.500,23.500,3.51197315e-07
10,7,24,7.500,24.500,3.90713861e-09
10,7,25,7.500,25.500,2.23382788e-11
10,8,14,8.500,14.500,7.66476396e-11
10,8,15,8.500,15.500,8.42091552e-09
10,8,16,8.500,16.500,6.57400619e-07
10,8,17,8.500,17.500,4.03872073e-05
10,8,18,8.500,18.500,1.77889469e-03
10,8,19,8.500,19.500,6.32310271e-01
10,8,20,8.500,20.500,4.60625365e-02
10,8,21,8.500,21.500,1.64181867e-03
10,8,22,8.500,22.500,3.94847120e-05
10,8,23,8.500,23.500,7.48344803e-07
10,8,24,8.500,24.500,1.14337553e-08
10,8,25,8.500,25.500,1.16498838e-10
10,9,14,9.500,14.500,2.30866090e-10
10,9,15,9.500,15.500,1.80427691e-08
10,9,16,9.500,16.500,1.12628311e-06
10,9,17,9.500,17.500,5.78614017e-05
10,9,18,9.500,18.500,2.20418116e-03
10,9,19,9.500,19.500,6.28178477e-01
10,9,20,9.500,20.500,5.16078621e-02
10,9,21,9.500,21.500,2.12687836e-03
10,9,22,9.500,22.500,6.09124727e-05
10,9,23,9.500,23.500,1.42033423e-06
10,9,24,9.500,24.500,2.77739645e-08
10,9,25,9.500,25.500,4.11799539e-10
11,0,18,0.500,18.500,1.99726702e-09
11,0,19,0.500,19.500,6.60426795e-01
11,0,20,0.500,20.500,2.70579136e-07
11,1,17,1.500,17.500,3.82675176e-11
11,1,18,1.500,18.500,5.23677409e-05
11,1,19,1.500,19.500,6.57179236e-01
11,1,20,1.500,20.500,5.83899673e-03
11,1,21,1.500,21.500,7.10804571e-09
11,2,17,2.500,17.500,4.63076560e-07
11,2,18,2.500,18.500,1.55870206e-04
11,2,19,2.500,19.500,6.53846800e-01
11,2,20,2.500,20.500,1.16674490e-02
11,2,21,2.500,21.500,5.43782953e-05
11,2,22,2.500,22.500,1.94446056e-10
11,3,16,3.500,16.500,4.31150937e-09
11,3,17,3.500,17.500,1.86739396e-06
11,3,18,3.500,18.500,3.09253723e-04
11,3,19,3.500,19.500,6.50433540e-01
11,3,20,3.500,20.500,1.74787622e-02
11,3,21,3.500,21.500,1.65678197e-04
11,3,22,3.500,22.500,5.77893502e-07
11,3,23,3.500,23.500,4.34392062e-12
11,4,15,4.500,15.500,4.44216122e-11
11,4,16,4.500,16.500,2.25493366e-08
11,4,17,4.500,17.500,4.70299665e-06
11,4,18,4.500,18.500,5.11237595e-04
11,4,19,4.500,19.500,6.46944344e-01
11,4,20,4.500,20.500,2.32664309e-02
11,4,21,4.500,21.500,3.36115831e-04
11,4,22,4.500,22.500,2.42236820e-06
11,4,23,4.500,23.500,7.93916399e-09
11,5,15,5.500,15.500,3.02644632e-10
11,5,16,5.500,16.500,7.05000218e-08
11,5,17,5.500,17.500,9.46827731e-06
11,5,18,5.500,18.500,7.60520226e-04
11,5,19,5.500,19.500,6.43383205e-01
11,5,20,5.500,20.500,2.90242899e-02
11,5,21,5.500,21.500,5.67559386e-04
11,5,22,5.500,22.500,6.32247293e-06
11,5,23,5.500,23.500,4.32744542e-08
11,5,24,5.500,24.500,1.47014845e-10
11,6,14,6.500,14.500,1.59852014e-12
11,6,15,6.500,15.500,1.18003163e-09
11,6,16,6.500,16.500,1.70838803e-07
11,6,17,6.500,17.500,1.66668706e-05
11,6,18,6.500,18.500,1.05578150e-03
11,6,19,6.500,19.500,6.39754713e-01
11,6,20,6.500,20.500,3.47465388e-02
11,6,21,6.500,21.500,8.61552428e-04
11,6,22,6.500,22.500,1.31544512e-05
11,6,23,6.500,23.500,1.40326932e-07
11,6,24,6.500,24.500,1.00210917e-09
11,6,25,6.500,25.500,1.55155966e-12
11,7,14,7.500,14.500,1.77127653e-11
11,7,15,7.500,15.500,3.45278606e-09
11,7,16,7.500,16.500,3.53747112e-07
11,7,17,7.500,17.500,2.68046679e-05
11,7,18,7.500,18.500,1.39568804e-03
11,7,19,7.500,19.500,6.36062384e-01
11,7,20,7.500,20.500,4.04276773e-02
11,7,21,7.500,21.500,1.21932698e-03
11,7,22,7.500,22.500,2.38700450e-05
11,7,23,7.500,23.500,3.51197315e-07
11,7,24,7.500,24.500,3.90713861e-09
11,7,25,7.500,25.500,2.23382788e-11
11,8,14,8.500,14.500,7.66476396e-11
11,8,15,8.500,15.500,8.42091552e-09
11,8,16,8.500,16.500,6.57400619e-07
11,8,17,8.500,17.500,4.03872291e-05
11,8,18,8.500,18.500,1.77889492e-03
11,8,19,8.500,19.500,6.32310271e-01
11,8,20,8.500,20.500,4.60625514e-02
11,8,21,8.500,21.500,1.64182147e-03
11,8,22,8.500,22.500,3.94849303e-05
11,8,23,8.500,23.500,7.48347759e-07
11,8,24,8.500,24.500,1.14337553e-08
11,8,25,8.500,25.500,1.16498838e-10
11,9,14,9.500,14.500,2.30866090e-10
11,9,15,9.500,15.500,1.80894997e-08
11,9,16,9.500,16.500,1.12843304e-06
11,9,17,9.500,17.500,5.79212465e-05
11,9,18,9.500,18.500,2.20557675e-03
11,9,19,9.500,19.500,6.28500640e-01
11,9,20,9.500,20.500,5.16477190e-02
11,9,21,9.500,21.500,2.12978944e-03
11,9,22,9.500,22.500,6.10701609e-05
11,9,23,9.500,23.500,1.42687111e-06
11,9,24,9.500,24.500,2.79580412e-08
11,9,25,9.500,25.500,4.11799539e-10
11,10,13,10.500,13.500,1.91516269e-12
11,10,14,10.500,14.500,5.81505455e-10
11,10,15,10.500,15.500,3.52676075e-08
11,10,16,10.500,16.500,1.81931159e-06
11,10,17,10.500,17.500,7.98671099e-05
11,10,18,10.500,18.500,2.68320669e-03
11,10,19,10.500,19.500,6.24254584e-01
11,10,20,10.500,20.500,5.71379066e-02
11,10,21,10.500,21.500,2.68037524e-03
11,10,22,10.500,22.500,8.95167104e-05
11,10,23,10.500,23.500,2.49480217e-06
11,10,24,10.500,24.500,5.98457248e-08
11,10,25,10.500,25.500,1.15220089e-09
11,10,26,10.500,26.500,9.53874913e-12
12,0,18,0.500,18.500,1.99726702e-09
12,0,19,0.500,19.500,6.60426795e-01
12,0,20,0.500,20.500,2.70579136e-07
12,1,17,1.500,17.500,3.82675176e-11
12,1,18,1.500,18.500,5.23677409e-05
12,1,19,1.500,19.500,6.57179236e-01
12,1,20,1.500,20.500,5.83899673e-03
12,1,21,1.500,21.500,7.10804571e-09
12,2,17,2.500,17.500,4.63076560e-07
12,2,18,2.500,18.500,1.55870206e-04
12,2,19,2.500,19.500,6.53846800e-01
12,2,20,2.500,20.500,1.16674490e-02
12,2,21,2.500,21.500,5.43782953e-05
12,2,22,2.500,22.500,1.94446056e-10
12,3,16,3.500,16.500,4.31150937e-09
12,3,17,3.500,17.500,1.86739396e-06
12,3,18,3.500,18.500,3.09253723e-04
12,3,19,3.500,19.500,6.50433540e-01
12,3,20,3.500,20.500,1.74787622e-02
12,3,21,3.500,21.500,1.65678197e-04
12,3,22,3.500,22.500,5.77893502e-07
12,3,23,3.500,23.500,4.34392062e-12
12,4,15,4.500,15.500,4.44216122e-11
12,4,16,4.500,16.500,2.25493366e-08
12,4,17,4.500,17.500,4.70299665e-06
12,4,18,4.500,18.500,5.11237595e-04
12,4,19,4.500,19.500,6.46944344e-01
12,4,20,4.500,20.500,2.32664309e-02
12,4,21,4.500,21.500,3.36115831e-04
12,4,22,4.500,22.500,2.42236820e-06
12,4,23,4.500,23.500,7.93916399e-09
12,5,15,5.500,15.500,3.02644632e-10
12,5,16,5.500,16.500,7.05000218e-08
12,5,17,5.500,17.500,9.46827731e-06
12,5,18,5.500,18.500,7.60520226e-04
12,5,19,5.500,19.500,6.43383205e-01
12,5,20,5.500,20.500,2.90242899e-02
12,5,21,5.500,21.500,5.67559386e-04
12,5,22,5.500,22.500,6.32247293e-06
12,5,23,5.500,23.500,4.32744542e-08
12,5,24,5.500,24.500,1.47014845e-10
12,6,14,6.500,14.500,1.59852014e-12
12,6,15,6.500,15.500,1.18003163e-09
12,6,16,6.500,16.500,1.70838803e-07
12,6,17,6.500,17.500,1.66668706e-05
12,6,18,6.500,18.500,1.05578150e-03
12,6,19,6.500,19.500,6.39754713e-01
12,6,20,6.500,20.500,3.47465388e-02
12,6,21,6.500,21.500,8.61552428e-04
12,6,22,6.500,22.500,1.31544512e-05
12,6,23,6.500,23.500,1.40326932e-07
12,6,24,6.500,24.500,1.00210917e-09
12,6,25,6.500,25.500,1.55155966e-12
12,7,14,7.500,14.500,1.77127653e-11
12,7,15,7.500,15.500,3.45278606e-09
12,7,16,7.500,16.500,3.53747112e-07
12,7,17,7.500,17.500,2.68046679e-05
12,7,18,7.500,18.500,1.39568804e-03
12,7,19,7.500,19.500,6.36062384e-01
12,7,20,7.500,20.500,4.04276773e-02
12,7,21,7.500,21.500,1.21932698e-03
12,7,22,7.500,22.500,2.38700450e-05
12,7,23,7.500,23.500,3.51197315e-07
12,7,24,7.500,24.500,3.90713861e-09
12,7,25,7.500,25.500,2.23382788e-11
12,8,14,8.500,14.500,7.66476396e-11
12,8,15,8.500,15.500,8.42091552e-09
12,8,16,8.500,16.500,6.57400619e-07
12,8,17,8.500,17.500,4.03872291e-05
12,8,18,8.500,18.500,1.77889492e-03
12,8,19,8.500,19.500,6.32310271e-01
12,8,20,8.500,20.500,4.60625514e-02
12,8,21,8.500,21.500,1.64182147e-03
12,8,22,8.500,22.500,3.94849303e-05
12,8,23,8.500,23.500,7.48347759e-07
12,8,24,8.500,24.500,1.14337553e-08
12,8,25,8.500,25.500,1.16498838e-10
12,9,14,9.500,14.500,2.30866090e-10
12,9,15,9.500,15.500,1.80894997e-08
12,9,16,9.500,16.500,1.12843304e-06
12,9,17,9.500,17.500,5.79212938e-05
12,9,18,9.500,18.500,2.20557698e-03
12,9,19,9.500,19.500,6.28500640e-01
12,9,20,9.500,20.500,5.16477600e-02
12,9,21,9.500,21.500,2.12979433e-03
12,9,22,9.500,22.500,6.10705611e-05
12,9,23,9.500,23.500,1.42688179e-06
12,9,24,9.500,24.500,2.79580412e-08
12,9,25,9.500,25.500,4.11799539e-10
12,10,13,10.500,13.500,1.91516269e-12
12,10,14,10.500,14.500,5.81505455e-10
12,10,15,10.500,15.500,3.53815111e-08
12,10,16,10.500,16.500,1.82317865e-06
12,10,17,10.500,17.500,7.99595655e-05
12,10,18,10.500,18.500,2.68509774e-03
12,10,19,10.500,19.500,6.24614537e-01
12,10,20,10.500,20.500,5.71876690e-02
12,10,21,10.500,21.500,2.68449076e-03
12,10,22,10.500,22.500,8.97717764e-05
12,10,23,10.500,23.500,2.50707876e-06
12,10,24,10.500,24.500,6.02777988e-08
12,10,25,10.500,25.500,1.15694065e-09
12,10,26,10.500,26.500,9.53874913e-12
12,11,13,11.500,13.500,1.19564974e-11
12,11,14,11.500,14.500,1.29911482e-09
12,11,15,11.500,15.500,6.41549676e-08
12,11,16,11.500,16.500,2.80254039e-06
