step_number,z_index,x_index,z_mm,x_mm,weight
85,59,30,59.500,30.500,1.13178658e-06
85,59,31,59.500,31.500,2.52832564e-07
85,59,32,59.500,32.500,5.36014966e-08
85,59,33,59.500,33.500,1.04291731e-08
85,59,34,59.500,34.500,1.66901248e-09
85,59,35,59.500,35.500,1.38205045e-10
85,60,5,60.500,5.500,2.14022994e-10
85,60,6,60.500,6.500,2.18255192e-09
85,60,7,60.500,7.500,1.31375444e-08
85,60,8,60.500,8.500,6.71152591e-08
85,60,9,60.500,9.500,3.18402925e-07
85,60,10,60.500,10.500,1.44351100e-06
85,60,11,60.500,11.500,6.30224531e-06
85,60,12,60.500,12.500,2.65335257e-05
85,60,13,60.500,13.500,1.07660046e-04
85,60,14,60.500,14.500,4.20565368e-04
85,60,15,60.500,15.500,1.58189412e-03
85,60,16,60.500,16.500,5.75216068e-03
85,60,17,60.500,17.500,2.04309579e-02
85,60,18,60.500,18.500,7.16445297e-02
85,60,19,60.500,19.500,3.80216599e-01
85,60,20,60.500,20.500,2.16294423e-01
85,60,21,60.500,21.500,9.15294066e-02
85,60,22,60.500,22.500,3.42466235e-02
85,60,23,60.500,23.500,1.18477419e-02
85,60,24,60.500,24.500,3.82994930e-03
85,60,25,60.500,25.500,1.16353680e-03
85,60,26,60.500,26.500,3.34135722e-04
85,60,27,60.500,27.500,9.11811512e-05
85,60,28,60.500,28.500,2.37427412e-05
85,60,29,60.500,29.500,5.91745629e-06
85,60,30,60.500,30.500,1.41420469e-06
85,60,31,60.500,31.500,3.23904885e-07
85,60,32,60.500,32.500,7.06151582e-08
85,60,33,60.500,33.500,1.42617838e-08
85,60,34,60.500,34.500,2.44683274e-09
85,60,35,60.500,35.500,2.49290366e-10
85,61,5,61.500,5.500,3.48947871e-10
85,61,6,61.500,6.500,3.07664516e-09
85,61,7,61.500,7.500,1.74978627e-08
85,61,8,61.500,8.500,8.64308447e-08
85,61,9,61.500,9.500,3.99440296e-07
85,61,10,61.500,10.500,1.76818628e-06
85,61,11,61.500,11.500,7.54399571e-06
85,61,12,61.500,12.500,3.10516916e-05
85,61,13,61.500,13.500,1.23213802e-04
85,61,14,61.500,14.500,4.70816012e-04
85,61,15,61.500,15.500,1.73241703e-03
85,61,16,61.500,16.500,6.16135122e-03
85,61,17,61.500,17.500,2.13916153e-02
85,61,18,61.500,18.500,7.33073726e-02
85,61,19,61.500,19.500,3.75098735e-01
85,61,20,61.500,20.500,2.16741964e-01
85,61,21,61.500,21.500,9.35292095e-02
85,61,22,61.500,22.500,3.57276946e-02
85,61,23,61.500,23.500,1.26211355e-02
85,61,24,61.500,24.500,4.16685548e-03
85,61,25,61.500,25.500,1.29326212e-03
85,61,26,61.500,26.500,3.79554753e-04
85,61,27,61.500,27.500,1.05888015e-04
85,61,28,61.500,28.500,2.81979701e-05
85,61,29,61.500,29.500,7.19008949e-06
85,61,30,61.500,30.500,1.75893751e-06
85,61,31,61.500,31.500,4.12781105e-07
85,61,32,61.500,32.500,9.24229795e-08
85,61,33,61.500,33.500,1.93236769e-08
85,61,34,61.500,34.500,3.51519835e-09
85,61,35,61.500,35.500,4.27666819e-10
85,61,36,61.500,36.500,5.73439039e-12
85,62,4,62.500,4.500,1.38164532e-11
85,62,5,62.500,5.500,5.52477841e-10
85,62,6,62.500,6.500,4.27606395e-09
85,62,7,62.500,7.500,2.31286972e-08
85,62,8,62.500,8.500,1.10714808e-07
85,62,9,62.500,9.500,4.98900931e-07
85,62,10,62.500,10.500,2.15757200e-06
85,62,11,62.500,11.500,8.99971201e-06
85,62,12,62.500,12.500,3.62305109e-05
85,62,13,62.500,13.500,1.40646225e-04
85,62,14,62.500,14.500,5.25885494e-04
85,62,15,62.500,15.500,1.89369183e-03
85,62,16,62.500,16.500,6.58961944e-03
85,62,17,62.500,17.500,2.23718360e-02
85,62,18,62.500,18.500,7.49470219e-02
85,62,19,62.500,19.500,3.70009810e-01
85,62,20,62.500,20.500,2.17091858e-01
85,62,21,62.500,21.500,9.54919383e-02
85,62,22,62.500,22.500,3.72265540e-02
85,62,23,62.500,23.500,1.34231774e-02
85,62,24,62.500,24.500,4.52437019e-03
85,62,25,62.500,25.500,1.43405143e-03
85,62,26,62.500,26.500,4.29960375e-04
85,62,27,62.500,27.500,1.22580153e-04
85,62,28,62.500,28.500,3.33701028e-05
85,62,29,62.500,29.500,8.70163240e-06
85,62,30,62.500,30.500,2.17797538e-06
85,62,31,62.500,31.500,5.23400729e-07
85,62,32,62.500,32.500,1.20249084e-07
85,62,33,62.500,33.500,2.59661874e-08
85,62,34,62.500,34.500,4.96519270e-09
85,62,35,62.500,35.500,6.86770585e-10
85,62,36,62.500,36.500,2.45838298e-11
85,63,4,63.500,4.500,4.18681131e-11
85,63,5,63.500,5.500,8.54229243e-10
85,63,6,63.500,6.500,5.87229687e-09
85,63,7,63.500,7.500,3.03590717e-08
85,63,8,63.500,8.500,1.41113674e-07
85,63,9,63.500,9.500,6.20499748e-07
85,63,10,63.500,10.500,2.62290632e-06
85,63,11,63.500,11.500,1.07008655e-05
85,63,12,63.500,12.500,4.21496516e-05
85,63,13,63.500,13.500,1.60136100e-04
85,63,14,63.500,14.500,5.86113543e-04
85,63,15,63.500,15.500,2.06615706e-03
85,63,16,63.500,16.500,7.03717861e-03
85,63,17,63.500,17.500,2.33706832e-02
85,63,18,63.500,18.500,7.65625834e-02
85,63,19,63.500,19.500,3.64950627e-01
85,63,20,63.500,20.500,2.17346534e-01
85,63,21,63.500,21.500,9.74155217e-02
85,63,22,63.500,22.500,3.87411602e-02
85,63,23,63.500,23.500,1.42535949e-02
85,63,24,63.500,24.500,4.90301056e-03
85,63,25,63.500,25.500,1.58649497e-03
85,63,26,63.500,26.500,4.85753786e-04
85,63,27,63.500,27.500,1.41469340e-04
85,63,28,63.500,28.500,3.93543960e-05
85,63,29,63.500,29.500,1.04902265e-05
85,63,30,63.500,30.500,2.68519807e-06
85,63,31,63.500,31.500,6.60430203e-07
85,63,32,63.500,32.500,1.55561153e-07
85,63,33,63.500,33.500,3.46111690e-08
85,63,34,63.500,34.500,6.93028257e-09
85,63,35,63.500,35.500,1.06893994e-09
85,63,36,63.500,36.500,6.34694103e-11
85,64,4,64.500,4.500,9.06676054e-11
85,64,5,64.500,5.500,1.26856770e-09
85,64,6,64.500,6.500,7.97142174e-09
85,64,7,64.500,7.500,3.96012041e-08
85,64,8,64.500,8.500,1.78978198e-07
85,64,9,64.500,9.500,7.68593054e-07
85,64,10,64.500,10.500,3.17707713e-06
85,64,11,64.500,11.500,1.26826990e-05
85,64,12,64.500,12.500,4.88967635e-05
85,64,13,64.500,13.500,1.81875686e-04
85,64,14,64.500,14.500,6.51847979e-04
85,64,15,64.500,15.500,2.25030794e-03
85,64,16,64.500,16.500,7.50430301e-03
85,64,17,64.500,17.500,2.43878402e-02
85,64,18,64.500,18.500,7.81556368e-02
85,64,19,64.500,19.500,3.59916419e-01
85,64,20,64.500,20.500,2.17508778e-01
85,64,21,64.500,21.500,9.92989615e-02
85,64,22,64.500,22.500,4.02701385e-02
85,64,23,64.500,23.500,1.51121011e-02
85,64,24,64.500,24.500,5.30329673e-03
85,64,25,64.500,25.500,1.75120542e-03
85,64,26,64.500,26.500,5.47355623e-04
85,64,27,64.500,27.500,1.62783414e-04
85,64,28,64.500,28.500,4.62561839e-05
85,64,29,64.500,29.500,1.25989764e-05
85,64,30,64.500,30.500,3.29672321e-06
85,64,31,64.500,31.500,8.29434441e-07
85,64,32,64.500,32.500,2.00153309e-07
85,64,33,64.500,33.500,4.58120901e-08
85,64,34,64.500,34.500,9.55722079e-09
85,64,35,64.500,35.500,1.60803271e-09
85,64,36,64.500,36.500,1.31795339e-10
85,65,4,65.500,4.500,1.67768910e-10
85,65,5,65.500,5.500,1.85026627e-09
85,65,6,65.500,6.500,1.07280176e-08
85,65,7,65.500,7.500,5.13550660e-08
85,65,8,65.500,8.500,2.25991130e-07
85,65,9,65.500,9.500,9.48276465e-07
85,65,10,65.500,10.500,3.83484758e-06
85,65,11,65.500,11.500,1.49846828e-05
85,65,12,65.500,12.500,5.65674163e-05
85,65,13,65.500,13.500,2.06068289e-04
85,65,14,65.500,14.500,7.23450910e-04
85,65,15,65.500,15.500,2.44660676e-03
85,65,16,65.500,16.500,7.99120683e-03
85,65,17,65.500,17.500,2.54227035e-02
85,65,18,65.500,18.500,7.97265694e-02
85,65,19,65.500,19.500,3.54904205e-01
85,65,20,65.500,20.500,2.17581555e-01
85,65,21,65.500,21.500,1.01141021e-01
85,65,22,65.500,22.500,4.18116860e-02
85,65,23,65.500,23.500,1.59983784e-02
85,65,24,65.500,24.500,5.72572509e-03
85,65,25,65.500,25.500,1.92879641e-03
85,65,26,65.500,26.500,6.15211087e-04
85,65,27,65.500,27.500,1.86767313e-04
85,65,28,65.500,28.500,5.41911759e-05
85,65,29,65.500,29.500,1.50765300e-05
85,65,30,65.500,30.500,4.03114473e-06
85,65,31,65.500,31.500,1.03697960e-06
85,65,32,65.500,32.500,2.56194966e-07
85,65,33,65.500,33.500,6.02389960e-08
85,65,34,65.500,34.500,1.30557716e-08
85,65,35,65.500,35.500,2.35915443e-09
85,65,36,65.500,36.500,2.40596487e-10
85,66,4,66.500,4.500,2.88302021e-10
85,66,5,66.500,5.500,2.63741762e-09
85,66,6,66.500,6.500,1.43229721e-08
85,66,7,66.500,7.500,6.62306618e-08
85,66,8,66.500,8.500,2.84083768e-07
85,66,9,66.500,9.500,1.16549609e-06
85,66,10,66.500,10.500,4.61307673e-06
85,66,11,66.500,11.500,1.76509311e-05
85,66,12,66.500,12.500,6.52661765e-05
85,66,13,66.500,13.500,2.32931634e-04
85,66,14,66.500,14.500,8.01298884e-04
85,66,15,66.500,15.500,2.65550544e-03
85,66,16,66.500,16.500,8.49806890e-03
85,66,17,66.500,17.500,2.64743678e-02
85,66,18,66.500,18.500,8.12728554e-02
85,66,19,66.500,19.500,3.49917412e-01
85,66,20,66.500,20.500,2.17565328e-01
85,66,21,66.500,21.500,1.02939650e-01
85,66,22,66.500,22.500,4.33638766e-02
85,66,23,66.500,23.500,1.69119649e-02
85,66,24,66.500,24.500,6.17071660e-03
85,66,25,66.500,25.500,2.11988040e-03
85,66,26,66.500,26.500,6.89774344e-04
85,66,27,66.500,27.500,2.13683190e-04
85,66,28,66.500,28.500,6.32862721e-05
85,66,29,66.500,29.500,1.79776780e-05
85,66,30,66.500,30.500,4.90983484e-06
85,66,31,66.500,31.500,1.29079638e-06
85,66,32,66.500,32.500,3.26289324e-07
85,66,33,66.500,33.500,7.87243195e-08
85,66,34,66.500,34.500,1.76680057e-08
85,66,35,66.500,35.500,3.39772455e-09
85,66,36,66.500,36.500,4.21835344e-10
85,66,37,66.500,37.500,2.83712810e-12
85,67,3,67.500,3.500,8.01460114e-12
85,67,4,67.500,4.500,4.75827988e-10
85,67,5,67.500,5.500,3.68975606e-09
85,67,6,67.500,6.500,1.89838101e-08
85,67,7,67.500,7.500,8.49604120e-08
85,67,8,67.500,8.500,3.55619363e-07
85,67,9,67.500,9.500,1.42718500e-06
85,67,10,67.500,10.500,5.53096970e-06
85,67,11,67.500,11.500,2.07304529e-05
85,67,12,67.500,12.500,7.51063126e-05
85,67,13,67.500,13.500,2.62695365e-04
85,67,14,67.500,14.500,8.85774731e-04
85,67,15,67.500,15.500,2.87745171e-03
85,67,16,67.500,16.500,9.02489480e-03
85,67,17,67.500,17.500,2.75416579e-02
85,67,18,67.500,18.500,8.27911198e-02
85,67,19,67.500,19.500,3.44961554e-01
85,67,20,67.500,20.500,2.17462510e-01
85,67,21,67.500,21.500,1.04692295e-01
85,67,22,67.500,22.500,4.49245237e-02
85,67,23,67.500,23.500,1.78521723e-02
85,67,24,67.500,24.500,6.63866475e-03
85,67,25,67.500,25.500,2.32507125e-03
85,67,26,67.500,26.500,7.71519088e-04
85,67,27,67.500,27.500,2.43809351e-04
85,67,28,67.500,28.500,7.36809889e-05
85,67,29,67.500,29.500,2.13635121e-05
85,67,30,67.500,30.500,5.95734264e-06
85,67,31,67.500,31.500,1.59992783e-06
85,67,32,67.500,32.500,4.13561736e-07
85,67,33,67.500,33.500,1.02275287e-07
85,67,34,67.500,34.500,2.37064661e-08
85,67,35,67.500,35.500,4.81443374e-09
85,67,36,67.500,36.500,6.93959945e-10
85,67,37,67.500,37.500,2.38812668e-11
85,68,3,68.500,3.500,3.17614199e-11
85,68,4,68.500,4.500,7.45226825e-10
85,68,5,68.500,5.500,5.08912379e-09
85,68,6,68.500,6.500,2.49714613e-08
85,68,7,68.500,7.500,1.08443118e-07
85,68,8,68.500,8.500,4.43352519e-07
85,68,9,68.500,9.500,1.74136608e-06
85,68,10,68.500,10.500,6.61024160e-06
85,68,11,68.500,11.500,2.42774768e-05
85,68,12,68.500,12.500,8.62102388e-05
85,68,13,68.500,13.500,2.95601436e-04
85,68,14,68.500,14.500,9.77264717e-04
85,68,15,68.500,15.500,3.11286049e-03
85,68,16,68.500,16.500,9.57170129e-03
85,68,17,68.500,17.500,2.86231562e-02
85,68,18,68.500,18.500,8.42777640e-02
85,68,19,68.500,19.500,3.40040982e-01
85,68,20,68.500,20.500,2.17273653e-01
85,68,21,68.500,21.500,1.06396966e-01
85,68,22,68.500,22.500,4.64913398e-02
85,68,23,68.500,23.500,1.88183822e-02
85,68,24,68.500,24.500,7.12988526e-03
85,68,25,68.500,25.500,2.54496560e-03
85,68,26,68.500,26.500,8.60931876e-04
85,68,27,68.500,27.500,2.77442159e-04
85,68,28,68.500,28.500,8.55259932e-05
85,68,29,68.500,29.500,2.53023936e-05
85,68,30,68.500,30.500,7.20162188e-06
85,68,31,68.500,31.500,1.97498866e-06
85,68,32,68.500,32.500,5.21754771e-07
85,68,33,68.500,33.500,1.32141082e-07
85,68,34,68.500,34.500,3.15540376e-08
85,68,35,68.500,35.500,6.72930600e-09
85,68,36,68.500,36.500,1.08572451e-09
85,68,37,68.500,37.500,6.35346012e-11
85,69,3,69.500,3.500,7.29195593e-11
85,69,4,69.500,4.500,1.12981358e-09
85,69,5,69.500,5.500,6.94596025e-09
85,69,6,69.500,6.500,3.26367626e-08
85,69,7,69.500,7.500,1.37779196e-07
85,69,8,69.500,8.500,5.50531695e-07
85,69,9,69.500,9.500,2.11730298e-06
85,69,10,69.500,10.500,7.87542376e-06
85,69,11,69.500,11.500,2.83518766e-05
85,69,12,69.500,12.500,9.87098829e-05
85,69,13,69.500,13.500,3.31902964e-04
85,69,14,69.500,14.500,1.07616850e-03
85,69,15,69.500,15.500,3.36214271e-03
85,69,16,69.500,16.500,1.01384046e-02
85,69,17,69.500,17.500,2.97176056e-02
85,69,18,69.500,18.500,8.57308954e-02
85,69,19,69.500,19.500,3.35160315e-01
85,69,20,69.500,20.500,2.17001528e-01
85,69,21,69.500,21.500,1.08051784e-01
85,69,22,69.500,22.500,4.80622388e-02
85,69,23,69.500,23.500,1.98096745e-02
85,69,24,69.500,24.500,7.64462771e-03
85,69,25,69.500,25.500,2.78014783e-03
85,69,26,69.500,26.500,9.58510849e-04
85,69,27,69.500,27.500,3.14894045e-04
85,69,28,69.500,28.500,9.89854234e-05
85,69,29,69.500,29.500,2.98700543e-05
85,69,30,69.500,30.500,8.67448125e-06
85,69,31,69.500,31.500,2.42829105e-06
85,69,32,69.500,32.500,6.55308156e-07
85,69,33,69.500,33.500,1.69851020e-07
85,69,34,69.500,34.500,4.16956745e-08
85,69,35,69.500,35.500,9.28442656e-09
85,69,36,69.500,36.500,1.64095604e-09
85,69,37,69.500,37.500,1.34264197e-10
85,70,3,70.500,3.500,1.45377002e-10
85,70,4,70.500,4.500,1.66364655e-09
85,70,5,70.500,5.500,9.39221412e-09
85,70,6,70.500,6.500,4.23907203e-08
85,70,7,70.500,7.500,1.74264358e-07
85,70,8,70.500,8.500,6.81030883e-07
85,70,9,70.500,9.500,2.56566909e-06
85,70,10,70.500,10.500,9.35415210e-06
85,70,11,70.500,11.500,3.30194962e-05
85,70,12,70.500,12.500,1.12747206e-04
85,70,13,70.500,13.500,3.71865754e-04
85,70,14,70.500,14.500,1.18288945e-03
85,70,15,70.500,15.500,3.62569327e-03
85,70,16,70.500,16.500,1.07248956e-02
85,70,17,70.500,17.500,3.08240149e-02
85,70,18,70.500,18.500,8.71503875e-02
85,70,19,70.500,19.500,3.30317259e-01
85,70,20,70.500,20.500,2.16648892e-01
85,70,21,70.500,21.500,1.09655850e-01
85,70,22,70.500,22.500,4.96351533e-02
85,70,23,70.500,23.500,2.08253376e-02
85,70,24,70.500,24.500,8.18308629e-03
85,70,25,70.500,25.500,3.03119211e-03
85,70,26,70.500,26.500,1.06476177e-03
85,70,27,70.500,27.500,3.56494216e-04
85,70,28,70.500,28.500,1.14236558e-04
85,70,29,70.500,29.500,3.51504495e-05
85,70,30,70.500,30.500,1.04119845e-05
85,70,31,70.500,31.500,2.97408951e-06
85,70,32,70.500,32.500,8.19486729e-07
85,70,33,70.500,33.500,2.17224795e-07
85,70,34,70.500,34.500,5.47402550e-08
85,70,35,70.500,35.500,1.26686981e-08
85,70,36,70.500,36.500,2.41014075e-09
85,70,37,70.500,37.500,2.60393762e-10
85,71,3,71.500,3.500,2.55735655e-10
85,71,4,71.500,4.500,2.38924813e-09
85,71,5,71.500,5.500,1.25716806e-08
85,71,6,71.500,6.500,5.47557271e-08
85,71,7,71.500,7.500,2.19449802e-07
85,71,8,71.500,8.500,8.39344693e-07
85,71,9,71.500,9.500,3.09868255e-06
85,71,10,71.500,10.500,1.10774808e-05
85,71,11,71.500,11.500,3.83530387e-05
85,71,12,71.500,12.500,1.28474494e-04
85,71,13,71.500,13.500,4.15769493e-04
85,71,14,71.500,14.500,1.29783724e-03
85,71,15,71.500,15.500,3.90391564e-03
85,71,16,71.500,16.500,1.13312239e-02
85,71,17,71.500,17.500,3.19415107e-02
85,71,18,71.500,18.500,8.85373130e-02
85,71,19,71.500,19.500,3.25509220e-01
85,71,20,71.500,20.500,2.16218397e-01
85,71,21,71.500,21.500,1.11208782e-01
85,71,22,71.500,22.500,5.12085706e-02
85,71,23,71.500,23.500,2.18645427e-02
85,71,24,71.500,24.500,8.74552038e-03
85,71,25,71.500,25.500,3.29865608e-03
85,71,26,71.500,26.500,1.18021294e-03
85,71,27,71.500,27.500,4.02589969e-04
85,71,28,71.500,28.500,1.31470471e-04
85,71,29,71.500,29.500,4.12366135e-05
85,71,30,71.500,30.500,1.24548051e-05
85,71,31,71.500,31.500,3.62885180e-06
85,71,32,71.500,32.500,1.02054321e-06
85,71,33,71.500,33.500,2.76464306e-07
85,71,34,71.500,34.500,7.14524049e-08
85,71,35,71.500,35.500,1.71252079e-08
85,71,36,71.500,36.500,3.47804985e-09
85,71,37,71.500,37.500,4.53341253e-10
85,71,38,71.500,38.500,5.72024633e-12
85,72,2,72.500,2.500,3.83517914e-12
85,72,3,72.500,3.500,4.37258146e-10
85,72,4,72.500,4.500,3.37920669e-09
85,72,5,72.500,5.500,1.67005840e-08
85,72,6,72.500,6.500,7.03422671e-08
85,72,7,72.500,7.500,2.75209970e-07
85,72,8,72.500,8.500,1.03072762e-06
85,72,9,72.500,9.500,3.73039052e-06
85,72,10,72.500,10.500,1.30803337e-05
85,72,11,72.500,11.500,4.44320940e-05
85,72,12,72.500,12.500,1.46056409e-04
85,72,13,72.500,13.500,4.63908509e-04
85,72,14,72.500,14.500,1.42144004e-03
85,72,15,72.500,15.500,4.19717142e-03
85,72,16,72.500,16.500,1.19573064e-02
85,72,17,72.500,17.500,3.30694281e-02
85,72,18,72.500,18.500,8.98917988e-02
85,72,19,72.500,19.500,3.20734650e-01
85,72,20,72.500,20.500,2.15712905e-01
85,72,21,72.500,21.500,1.12709381e-01
85,72,22,72.500,22.500,5.27804941e-02
85,72,23,72.500,23.500,2.29264125e-02
85,72,24,72.500,24.500,9.33203008e-03
85,72,25,72.500,25.500,3.58310202e-03
85,72,26,72.500,26.500,1.30539795e-03
85,72,27,72.500,27.500,4.53546178e-04
85,72,28,72.500,28.500,1.50894222e-04
85,72,29,72.500,29.500,4.82308242e-05
85,72,30,72.500,30.500,1.48489726e-05
85,72,31,72.500,31.500,4.41158181e-06
85,72,32,72.500,32.500,1.26577015e-06
85,72,33,72.500,33.500,3.50222280e-07
85,72,34,72.500,34.500,9.27297634e-08
85,72,35,72.500,35.500,2.29421317e-08
85,72,36,72.500,36.500,4.93507191e-09
85,72,37,72.500,37.500,7.42696904e-10
85,72,38,72.500,38.500,2.81762426e-11
85,73,2,73.500,2.500,2.31694317e-11
85,73,3,73.500,3.500,7.04253433e-10
85,73,4,73.500,4.500,4.70255568e-09
85,73,5,73.500,5.500,2.20267093e-08
85,73,6,73.500,6.500,8.99142663e-08
85,73,7,73.500,7.500,3.43771802e-07
85,73,8,73.500,8.500,1.26132772e-06
85,73,9,73.500,9.500,4.47684715e-06
85,73,10,73.500,10.500,1.54016761e-05
85,73,11,73.500,11.500,5.13440173e-05
85,73,12,73.500,12.500,1.65668826e-04
85,73,13,73.500,13.500,5.16585249e-04
85,73,14,73.500,14.500,1.55411707e-03
85,73,15,73.500,15.500,4.50585969e-03
85,73,16,73.500,16.500,1.26028899e-02
85,73,17,73.500,17.500,3.42062488e-02
85,73,18,73.500,18.500,9.12113488e-02
85,73,19,73.500,19.500,3.15996796e-01
85,73,20,73.500,20.500,2.15132743e-01
85,73,21,73.500,21.500,1.14156507e-01
85,73,22,73.500,22.500,5.43486625e-02
85,73,23,73.500,23.500,2.40099411e-02
85,73,24,73.500,24.500,9.94269829e-03
85,73,25,73.500,25.500,3.88506381e-03
85,73,26,73.500,26.500,1.44086010e-03
85,73,27,73.500,27.500,5.09745441e-04
85,73,28,73.500,28.500,1.72730230e-04
85,73,29,73.500,29.500,5.62459099e-05
85,73,30,73.500,30.500,1.76460890e-05
85,73,31,73.500,31.500,5.34406945e-06
85,73,32,73.500,32.500,1.56375131e-06
85,73,33,73.500,33.500,4.41698404e-07
85,73,34,73.500,34.500,1.19679186e-07
85,73,35,73.500,35.500,3.04976382e-08
85,73,36,73.500,36.500,6.90037583e-09
85,73,37,73.500,37.500,1.16849419e-09
85,73,38,73.500,38.500,7.14962811e-11
85,74,2,74.500,2.500,6.39259479e-11
85,74,3,74.500,3.500,1.08333109e-09
85,74,4,74.500,4.500,6.45370868e-09
85,74,5,74.500,5.500,2.88445587e-08
85,74,6,74.500,6.500,1.14401459e-07
85,74,7,74.500,7.500,4.27762188e-07
85,74,8,74.500,8.500,1.53830297e-06
85,74,9,74.500,9.500,5.35632034e-06
85,74,10,74.500,10.500,1.80850184e-05
85,74,11,74.500,11.500,5.91840653e-05
85,74,12,74.500,12.500,1.87498328e-04
85,74,13,74.500,13.500,5.74122765e-04
85,74,14,74.500,14.500,1.69629243e-03
85,74,15,74.500,15.500,4.83028032e-03
85,74,16,74.500,16.500,1.32676568e-02
85,74,17,74.500,17.500,3.53506170e-02
85,74,18,74.500,18.500,9.24930274e-02
85,74,19,74.500,19.500,3.11300814e-01
85,74,20,74.500,20.500,2.14480668e-01
85,74,21,74.500,21.500,1.15548223e-01
85,74,22,74.500,22.500,5.59108704e-02
85,74,23,74.500,23.500,2.51137968e-02
85,74,24,74.500,24.500,1.05774486e-02
85,74,25,74.500,25.500,4.20502108e-03
85,74,26,74.500,26.500,1.58713781e-03
85,74,27,74.500,27.500,5.71586599e-04
85,74,28,74.500,28.500,1.97215646e-04
85,74,29,74.500,29.500,6.54050600e-05
85,74,30,74.500,30.500,2.09040099e-05
85,74,31,74.500,31.500,6.45127193e-06
85,74,32,74.500,32.500,1.92453354e-06
85,74,33,74.500,33.500,5.54660915e-07
85,74,34,74.500,34.500,1.53658561e-07
85,74,35,74.500,35.500,4.02610496e-08
85,74,36,74.500,36.500,9.52974677e-09
85,74,37,74.500,37.500,1.77474591e-09
85,74,38,74.500,38.500,1.53833390e-10
85,75,2,75.500,2.500,1.33581465e-10
85,75,3,75.500,3.500,1.61646840e-09
85,75,4,75.500,4.500,8.76580675e-09
85,75,5,75.500,5.500,3.75321996e-08
85,75,6,75.500,6.500,1.44914424e-07
85,75,7,75.500,7.500,5.30278840e-07
85,75,8,75.500,8.500,1.86994498e-06
85,75,9,75.500,9.500,6.38957545e-06
85,75,10,75.500,10.500,2.11788720e-05
85,75,11,75.500,11.500,6.80562734e-05
85,75,12,75.500,12.500,2.11745544e-04
85,75,13,75.500,13.500,6.36849261e-04
85,75,14,75.500,14.500,1.84839219e-03
85,75,15,75.500,15.500,5.17070480e-03
85,75,16,75.500,16.500,1.39513155e-02
85,75,17,75.500,17.500,3.65009829e-02
85,75,18,75.500,18.500,9.37348008e-02
85,75,19,75.500,19.500,3.06650221e-01
85,75,20,75.500,20.500,2.13759601e-01
85,75,21,75.500,21.500,1.16884150e-01
85,75,22,75.500,22.500,5.74651249e-02
85,75,23,75.500,23.500,2.62371171e-02
85,75,24,75.500,24.500,1.12362672e-02
85,75,25,75.500,25.500,4.54348978e-03
85,75,26,75.500,26.500,1.74479862e-03
85,75,27,75.500,27.500,6.39489968e-04
85,75,28,75.500,28.500,2.24605683e-04
85,75,29,75.500,29.500,7.58439273e-05
85,75,30,75.500,30.500,2.46874824e-05
85,75,31,75.500,31.500,7.76169873e-06
85,75,32,75.500,32.500,2.35980997e-06
85,75,33,75.500,33.500,6.93637617e-07
85,75,34,75.500,34.500,1.96337155e-07
85,75,35,75.500,35.500,5.28056532e-08
85,75,36,75.500,36.500,1.29925430e-08
85,75,37,75.500,37.500,2.61633182e-09
85,75,38,75.500,38.500,2.96603103e-10
85,76,2,76.500,2.500,2.53492061e-10
85,76,3,76.500,3.500,2.33579622e-09
85,76,4,76.500,4.500,1.17869696e-08
85,76,5,76.500,5.500,4.85484257e-08
85,76,6,76.500,6.500,1.82806701e-07
85,76,7,76.500,7.500,6.55068220e-07
85,76,8,76.500,8.500,2.26598763e-06
85,76,9,76.500,9.500,7.60060175e-06
85,76,10,76.500,10.500,2.47385778e-05
85,76,11,76.500,11.500,7.80779883e-05
85,76,12,76.500,12.500,2.38635039e-04
85,76,13,76.500,13.500,7.05141400e-04
85,76,14,76.500,14.500,2.01093894e-03
85,76,15,76.500,15.500,5.52770542e-03
85,76,16,76.500,16.500,1.46541623e-02
85,76,17,76.500,17.500,3.76574360e-02
85,76,18,76.500,18.500,9.49395597e-02
85,76,19,76.500,19.500,3.02062541e-01
85,76,20,76.500,20.500,2.12981448e-01
85,76,21,76.500,21.500,1.18168384e-01
85,76,22,76.500,22.500,5.90122417e-02
85,76,23,76.500,23.500,2.73797885e-02
85,76,24,76.500,24.500,1.19196530e-02
85,76,25,76.500,25.500,4.90119169e-03
85,76,26,76.500,26.500,1.91450270e-03
85,76,27,76.500,27.500,7.13933841e-04
85,76,28,76.500,28.500,2.55186518e-04
85,76,29,76.500,29.500,8.77158673e-05
85,76,30,76.500,30.500,2.90707412e-05
85,76,31,76.500,31.500,9.30847000e-06
85,76,32,76.500,32.500,2.88339834e-06
85,76,33,76.500,33.500,8.64076696e-07
85,76,34,76.500,34.500,2.49731045e-07
85,76,35,76.500,35.500,6.88498716e-08
85,76,36,76.500,36.500,1.75473325e-08
85,76,37,76.500,37.500,3.78811116e-09
85,76,38,76.500,38.500,5.24884636e-10
85,76,39,76.500,39.500,8.98304174e-12
85,77,1,77.500,1.500,3.69441977e-12
85,77,2,77.500,2.500,4.34566355e-10
85,77,3,77.500,3.500,3.31098082e-09
85,77,4,77.500,4.500,1.57173972e-08
85,77,5,77.500,5.500,6.24954524e-08
85,77,6,77.500,6.500,2.29737864e-07
85,77,7,77.500,7.500,8.06667003e-07
85,77,8,77.500,8.500,2.73824503e-06
85,77,9,77.500,9.500,9.01850217e-06
85,77,10,77.500,10.500,2.88313931e-05
